review_point,paper_id,venue,focused_review,actionability,actionability_label,actionability_label_type,batch,grounding_specificity,grounding_specificity_label,grounding_specificity_label_type,verifiability,verifiability_label,verifiability_label_type,helpfulness,helpfulness_label,helpfulness_label_type,professional_tone,professional_tone_label,professional_tone_label_type,valid_point,valid_point_label,valid_point_label_type,addressed_to_author,addressed_to_author_label,addressed_to_author_label_type
2.The proposed method comprises several complicated modules and has more parameters than the baselines. It remains unclear whether the main performance gain originates from a particular module or if the improvement is merely due to having more parameters. The current version of the ablation study does not provide definitive answers to these questions.,zWGDn1AmRH,EMNLP_2023,"1.This paper is challenging to follow, and the proposed method is highly complex, making it difficult to reproduce.
2.The proposed method comprises several complicated modules and has more parameters than the baselines. It remains unclear whether the main performance gain originates from a particular module or if the improvement is merely due to having more parameters. The current version of the ablation study does not provide definitive answers to these questions.
3.The authors claim that one of their main contributions is the use of a Mahalanobis contrastive learning method to narrow the distribution gap between retrieved examples and current samples. However, there are no experiments to verify whether Mahalanobis yields better results than standard contrastive learning.
4.The proposed method involves multiple modules, which could impact training and inference speed. There should be experiments conducted to study and analyze these effects.","{'annotators': ['DFou9r7M', 'BXzyXMPh', 'boda'], 'labels': ['4', '4', '4']}",,,7,"{'annotators': ['DFou9r7M', 'BXzyXMPh', 'boda'], 'labels': ['5', '5', '3']}",,,"{'annotators': ['DFou9r7M', 'BXzyXMPh', 'boda'], 'labels': ['5', '4', '5']}",,,"{'annotators': ['DFou9r7M', 'BXzyXMPh', 'boda'], 'labels': ['5', '4', '4']}",,,"{'annotators': ['DFou9r7M', 'BXzyXMPh', 'boda'], 'labels': ['1', '1', '1']}",,,"{'annotators': ['DFou9r7M', 'BXzyXMPh', 'boda'], 'labels': ['0', '0', '0']}",,,"{'annotators': ['DFou9r7M', 'BXzyXMPh', 'boda'], 'labels': ['1', '1', '0']}",,
"8) l 196-7: this requires more explanation. Why exactly are the two quantities different, and why does this capture the difference in learning settings? ---- I still lean toward acceptance. I think NIPS should have room for a few ""pure theory"" papers.",NIPS_2016_537,NIPS_2016,"weakness of the paper is the lack of clarity in some of the presentation. Here are some examples of what I mean. 1) l 63, refers to a ""joint distribution on D x C"". But C is a collection of classifiers, so this framework where the decision functions are random is unfamiliar. 2) In the first three paragraphs of section 2, the setting needs to be spelled out more clearly. It seems like the authors want to receive credit for doing something in greater generality than what they actually present, and this muddles the exposition. 3) l 123, this is not the definition of ""dominated"" 4) for the third point of definition one, is there some connection to properties of universal kernels? See in particular chapter 4 of Steinwart and Christmann which discusses the ability of universal kernels two separate an arbitrary finite data set with margin arbitrarily close to one. 5) an example and perhaps a figure would be quite helpful in explaining the definition of uniform shattering. 6) in section 2.1 the phrase ""group action"" is used repeatedly, but it is not clear what this means. 7) in the same section, the notation {\cal P} with a subscript is used several times without being defined. 8) l 196-7: this requires more explanation. Why exactly are the two quantities different, and why does this capture the difference in learning settings? ---- I still lean toward acceptance. I think NIPS should have room for a few ""pure theory"" papers.","{'annotators': ['DFou9r7M', 'BXzyXMPh', 'boda'], 'labels': ['5', '4', '5']}",,,7,"{'annotators': ['DFou9r7M', 'BXzyXMPh', 'boda'], 'labels': ['4', '4', '5']}",,,"{'annotators': ['DFou9r7M', 'BXzyXMPh', 'boda'], 'labels': ['X', '3', '4']}",,,"{'annotators': ['DFou9r7M', 'BXzyXMPh', 'boda'], 'labels': ['5', '3', '5']}",,,"{'annotators': ['DFou9r7M', 'BXzyXMPh', 'boda'], 'labels': ['1', '1', '1']}",,,"{'annotators': ['DFou9r7M', 'BXzyXMPh', 'boda'], 'labels': ['0', '0', '0']}",,,"{'annotators': ['DFou9r7M', 'BXzyXMPh', 'boda'], 'labels': ['1', '1', '1']}",,
4.] Can the authors discuss the sensitivity of any fixed tuning parameters in the model (both strengths and weakness)?,NIPS_2017_130,NIPS_2017,"weakness)?
4.] Can the authors discuss the sensitivity of any fixed tuning parameters in the model (both strengths and weakness)?
5.] What is the scalability of the model proposed and computational complexity? Will the authors be making the code publicly available with the data? Are all results reproducible using the code and data?
6.] What conclusion should a user learn and drawn? The applications section was a bit disappointing given the motivation of the paper. A longer discussion is important to the impact and success of this paper. Please discuss.","{'annotators': ['DFou9r7M', 'BXzyXMPh', 'boda'], 'labels': ['5', '4', '5']}",,,7,"{'annotators': ['DFou9r7M', 'BXzyXMPh', 'boda'], 'labels': ['3', '4', '3']}",,,"{'annotators': ['DFou9r7M', 'BXzyXMPh', 'boda'], 'labels': ['X', '2', '1']}",,,"{'annotators': ['DFou9r7M', 'BXzyXMPh', 'boda'], 'labels': ['4', '3', '3']}",,,"{'annotators': ['DFou9r7M', 'BXzyXMPh', 'boda'], 'labels': ['1', '1', '1']}",,,"{'annotators': ['DFou9r7M', 'BXzyXMPh', 'boda'], 'labels': ['0', '0', '0']}",,,"{'annotators': ['DFou9r7M', 'BXzyXMPh', 'boda'], 'labels': ['1', '1', '1']}",,
- It would be interesting to see if the proposed framework works with different policy gradient approaches. *experiment results* - How many random seeds are used for learning the policies (DDPO and IPPG)?,NIPS_2019_1411,NIPS_2019,"] *assumption* - I am not sure if it is safe to assume any programmatic policy can be parameterized by a vector \theta and is differentiable in \theta. (for Theorem 4.2) *initial policy* - In all the experiments (TORCS, MountainCar, and Pendulum), the IPPG polices improve upon the PRIOR. It is not clear if IPPG can learn from scratch. Showing the performance of IPPG learning from scratch would be important to verify this. - Can IPPG be initialized with a neural policy? It seems that it is possible based on Algorithm 1. If so, it would be interesting to see how well IPPG work using a neural policy learned with DDPG instead of PRIOR. Can IIPG improve upon DDPG? *experiment setup* - It is mentioned that ""both NDPS and VIPER rely on imitating a fixed neural policy oracle"" (L244). What is this policy oracle? Is this the policy learned using DDPG shown in the tables? If not, what's the performance of using NDPS and VIPER to distill the DDPG policies? - It would be interesting to see if the proposed framework works with different policy gradient approaches. *experiment results* - How many random seeds are used for learning the policies (DDPO and IPPG)? - What are the standard deviation or confidence intervals for all performance values? Are all the tracks deterministic? Are the DDPG policies deterministic during testing? - It would be better if the authors provided some videos showing different policies controlling cars on different tracks so that we can have a better idea of how different methods work. *reproducibility* - Some implementation details are lacking from the main paper, which makes reproducing the results difficult. It is not clear to me what policy gradient approach is used. - The provided dropbox link leads to an empty folder (I checked it on July 5th). *related work* - I believe it would be better if some prior works [1-5] exploring learning-based program synthesis frameworks were mentioned in the paper. *reference* [1] ""Neuro-symbolic program synthesis"" in ICLR 2017 [2] ""Robustfill: Neural program learning under noisy I/O"" in ICML 2017 [3] ""Leveraging Grammar and Reinforcement Learning for Neural Program Synthesis"" in ICLR 2018 [4] ""Neural program synthesis from diverse demonstration videos"" in ICML 2018 [5] ""Execution-Guided Neural Program Synthesis"" in ICLR 2019 ----- final review ----- After reading the other reviews and the author response, I have mixed feelings about this paper. On one hand, I do recognize the importance of this problem and appreciate the proposed framework (IPPG). On the other hand, many of my concerns (e.g. the choices of initial policy, experiment setup, and experiment results) are not addressed, which makes me worried about the empirical performance of the proposed framework. To be more specific, I believe the following questions are important for understanding the performance of IPPG, which remain unanswered: (1) Can IPPG learn from scratch (i.e. where no neural policy could solve the task that we are interested in)? The authors stated that ""IPPG can be initialized with a neural policy, learned for example via DDPG, and thus can be made to learn"" in the rebuttal, which does not answer my question, but it is probably because my original question was confusing. (2) Can IPPG be initialized with a neural policy? If so, can IPPG be initialized with a policy learned using DDPG and improve it? As DDPG achieves great performance on different tracks, I am just interested in if IPPG can even improve it. (3) How many random seeds are used for learning the policies (DDPO and IPPG)? What are the standard deviation or confidence intervals for all performance values? I believe this is important for understanding the performance of RL algorithms. (4) What is the oracle policy that NDPS and VIPER learn from? If they do not learn from the DDPG policy, what is the performance if they distill the DDPG policy. (5) Can IPPG learn from a TPRO/PPO policy? While the authors mentioned that TRPO and PPO can't solve TORCS tasks, I believe this can be verified using the CartPole or other simpler environment. In sum, I decided to keep my score as 5. I am ok if this paper gets accepted (which is likely to happen given positive reviews from other reviewers) but I do hope this paper gets improved from the above points. Also, it would be good to discuss learning-based program synthesis frameworks as they are highly-related.","{'annotators': ['DFou9r7M', 'BXzyXMPh', 'boda'], 'labels': ['5', '4', '5']}",,,7,"{'annotators': ['DFou9r7M', 'BXzyXMPh', 'boda'], 'labels': ['5', '3', '3']}",,,"{'annotators': ['DFou9r7M', 'BXzyXMPh', 'boda'], 'labels': ['X', '3', '1']}",,,"{'annotators': ['DFou9r7M', 'BXzyXMPh', 'boda'], 'labels': ['4', '4', '3']}",,,"{'annotators': ['DFou9r7M', 'BXzyXMPh', 'boda'], 'labels': ['1', '1', '1']}",,,"{'annotators': ['DFou9r7M', 'BXzyXMPh', 'boda'], 'labels': ['0', '0', '0']}",,,"{'annotators': ['DFou9r7M', 'BXzyXMPh', 'boda'], 'labels': ['1', '1', '1']}",,
-W1) The paper evaluates only on one dataset and on one task. Results and conclusions would be stronger if the analysis were applied to more datasets and more tasks.,mERmlOPxPY,EMNLP_2023,"- W1) The paper evaluates only on one dataset and on one task. Results and conclusions would be stronger if the analysis were applied to more datasets and more tasks.
- W2) Similarly, only one LLM model (GPT-3) is examined.
- W3) Some terms like ""co-prediction"" (line 278) and ""in-context"" (line 285) are not defined or explained.
- W4) A potential weakness is that the paper overlooks the presence of multi-label tweets. For instance, do multi-label tweets impact (i.e., harm) the effectiveness of the EG approach? I imagine that multi-label tweets would confuse the model insofar as the model would have a harder time generating a clear definition of a single label concept. See Q5 below.","{'annotators': ['DFou9r7M', 'BXzyXMPh', 'boda'], 'labels': ['3', '3', '3']}",,,7,"{'annotators': ['DFou9r7M', 'BXzyXMPh', 'boda'], 'labels': ['4', '2', '2']}",,,"{'annotators': ['DFou9r7M', 'BXzyXMPh', 'boda'], 'labels': ['4', '3', '1']}",,,"{'annotators': ['DFou9r7M', 'BXzyXMPh', 'boda'], 'labels': ['3', '3', '1']}",,,"{'annotators': ['DFou9r7M', 'BXzyXMPh', 'boda'], 'labels': ['1', '1', '1']}",,,"{'annotators': ['DFou9r7M', 'BXzyXMPh', 'boda'], 'labels': ['0', '0', '0']}",,,"{'annotators': ['DFou9r7M', 'BXzyXMPh', 'boda'], 'labels': ['1', '1', '0']}",,
"1. Writtings could be improved in some places. For two examples, * In definition 2.1, what are the ""relevant"" auxiliary model weights? The current definition is a bit difficult for me to interpret.",VmqTuFMk68,ICLR_2024,"1. Writtings could be improved in some places. For two examples,
* In definition 2.1, what are the ""relevant"" auxiliary model weights? The current definition is a bit difficult for me to interpret.
* In definition 2.3, are $p_t$'s referring to positional embedding? Could you explain why there aren't positional embeddings in definition 2.10.
2. Theorem 2.5 shows linear attention could be approximated by softmax attention. Can softmax attention also be approximated by linear attention? If not, I feel Theorem 2.5 alone does not suffice to justify the claim that ""Thus, we often use linear attention in TINT"". Let me know if I have misunderstood anything. In addition, is the claimed parameter saving based on linear attention or self-attention?
3. Definition 2.8 uses finite difference to approximate gradient. I am wondering if we can do this from end to end. That is, can we simulate a backward pass by doing finite-difference and two forward-pass? What's the disadvantage of doing so?
4. This work provides experiments on language tasks, while prior works provide experiments on simulated tasks (e.g., Akyurek et al 2022 did ICL for linear regression). So the empirical results are not directly comparable with prior works.
5. I feel an important prior work [1] is missed. Specifically, [1] also did approximation theory for ICL using transformers. How would the required number of parameters in the construction in this work compare to theirs?
[1] Bai, Yu, Fan Chen, Huan Wang, Caiming Xiong, and Song Mei. ""Transformers as Statisticians: Provable In-Context Learning with In-Context Algorithm Selection."" NeurIPS 2023","{'annotators': ['DFou9r7M', 'BXzyXMPh', 'boda'], 'labels': ['5', '4', '5']}",,,7,"{'annotators': ['DFou9r7M', 'BXzyXMPh', 'boda'], 'labels': ['5', '5', '5']}",,,"{'annotators': ['DFou9r7M', 'BXzyXMPh', 'boda'], 'labels': ['5', 'X', '4']}",,,"{'annotators': ['DFou9r7M', 'BXzyXMPh', 'boda'], 'labels': ['5', '5', '4']}",,,"{'annotators': ['DFou9r7M', 'BXzyXMPh', 'boda'], 'labels': ['1', '1', '1']}",,,"{'annotators': ['DFou9r7M', 'BXzyXMPh', 'boda'], 'labels': ['0', '0', '0']}",,,"{'annotators': ['DFou9r7M', 'BXzyXMPh', 'boda'], 'labels': ['1', '1', '1']}",,
"• Dependence on MIA (Membership Inference Attack) Testing via Ulira: While the paper uses MIA testing as a metric for unlearning effectiveness, the effectiveness of MIA testing itself is not sufficiently robust for privacy guarantees. Additionally the use of U-LiRA [1] is recommended.",7tpMhoPXrL,ICLR_2025,"•	GDPR Compliance Concerns: The paper’s reliance on approximate unlearning without theoretical guarantees presents a significant shortfall. While approximate unlearning may be practical, it falls short in scenarios where data privacy and regulatory compliance are non-negotiable. Without provable guarantees, it is questionable whether this method can satisfy GDPR requirements for data erasure. This gap undermines the core purpose of Model Unlearning in privacy-centered contexts, where the ""right to be forgotten"" demands more than a probabilistic assurance.
•	Scalability to Other Domains: The Forget Vector approach is developed and validated primarily for image classification tasks, potentially limiting its application in NLP or other non-visual domains where input perturbations may be less effective.
•	Dependence on MIA (Membership Inference Attack) Testing via Ulira: While the paper uses MIA testing as a metric for unlearning effectiveness, the effectiveness of MIA testing itself is not sufficiently robust for privacy guarantees. Additionally the use of U-LiRA [1] is recommended.
•	Sensitivity to Data Shifts: From the paper the effectiveness of unlearning decreases under certain data shifts, which may hinder the reliability of Forget Vectors in dynamic data environments or adversarial settings.","{'annotators': ['DFou9r7M', 'BXzyXMPh', 'boda'], 'labels': ['5', '5', '3']}",,,7,"{'annotators': ['DFou9r7M', 'BXzyXMPh', 'boda'], 'labels': ['4', '5', '2']}",,,"{'annotators': ['DFou9r7M', 'BXzyXMPh', 'boda'], 'labels': ['5', '5', '1']}",,,"{'annotators': ['DFou9r7M', 'BXzyXMPh', 'boda'], 'labels': ['5', '5', '2']}",,,"{'annotators': ['DFou9r7M', 'BXzyXMPh', 'boda'], 'labels': ['1', '1', '1']}",,,"{'annotators': ['DFou9r7M', 'BXzyXMPh', 'boda'], 'labels': ['0', '0', '0']}",,,"{'annotators': ['DFou9r7M', 'BXzyXMPh', 'boda'], 'labels': ['1', '1', '1']}",,
"- I am not familiar with the literature: all the considerations in this paper should also be applicable to kernel (ridge) regression, no? Maybe this could also be presented in the 'language of kernel interpolation/smoothing' as well?",NIPS_2018_197,NIPS_2018,"weakness of the paper: its clarity. From the presentation, it seems evident that the author is an expert in the field of computer algebra/algebraic geometry. It is my assumption that most members of the NIPS community will not have a strong background on this subject, me including. As a consequence, I found it very hard to follow Sect. 3. My impression was that the closer the manuscript comes to the core of algebraic geometry results, the less background was provided. In particular, I would have loved to see at least a proof idea or some more details/background on Thm. 3.1 and Cor. 3.2. Or maybe, the author could include one less example in the main text but show the entire derivation how to get from one concrete instance of A to right kernel B by manual computation? Also, for me the description in Sect. 2.4 was insufficient. As a constructive instruction, maybe drop one of the examples (R(del_t) / R[sigma_x]), but give some more background on the other? This problem of insufficient clarity cannot be explained by different backgrounds alone. In Sect. 3.2, the sentence ""They are implemented in various computer algebra systems, 174 e.g., Singular [8] and Macaulay2 [16] are two well-known open source systems."" appears twice (and also needs grammar checking). If the author could find a minimal non-trivial example (to me, this would be an example not including the previously considered linear differential operator examples) for which the author can show the entire computation in Sect. 3.2 or maybe show pseudo-code for some algorithms involving the Groebner basis, this would probably go a long way in the community. That being said, the paper's strengths are (to the best of this reviewer's knowledge) its originality and potential significance. The insight that Groebner bases can be used as a rich language to encode algebraic constraints and highlighting the connection to this vast background theory opens an entirely new approach in modelling capacities for Gaussian processes. I can easily imagine this work being the foundation for many physical/empirical-hybrid models in many engineering applications. I fully agree and applaud the rationale in lines 43-54! Crucially, the significance of this work will depend on whether this view will be adopted fast enough by the rest of the community which in turn depends on the clarity of the presentation. In conclusion: if I understood the paper correctly, I think the theory presented therein is highly original and significant, but in my opinion, the clarity should be improved significantly before acceptance, if this work should reach its full potential. However, if other reviewers have a different opinion on the level of necessary background material, I would even consider this work for oral presentation. Minor suggestions for improvements: - In line 75, the author writes that the ""mean function is used as regression model"" and this is how the author uses GPs throughout. However, in practice the (posterior) covariance is also considered as ""measure of uncertainty"". It would be insightful, if the author could find a way to visualize this for one or two of the examples the author considers, e.g., by drawing from the posterior process. - I am not familiar with the literature: all the considerations in this paper should also be applicable to kernel (ridge) regression, no? Maybe this could also be presented in the 'language of kernel interpolation/smoothing' as well? - I am uncertain about the author's reasoning on line 103. Does the author want to express that the mean is a sample from the GP? But the mean is not a sample from the GP with probability 1. Generally, there seems to be some inconsistency with the (algebraic) GP object and samples from said object. - The comment on line 158 ""This did not lead to practical problems, yet."" is very ominous. Would we even expect any problem? If not, I would argue you can drop it entirely. - I am not sure whether I understood Fig. 2 correctly. Am I correct that u(t) is either given by data or as one draw from the GP and then, x(t) is the corresponding resulting state function for this specified u? I'm assuming that Fig. 3 is done the other way around, right? --- Post-rebuttal update: Thank you for your rebuttal. I think that adding computer-algebra code sounds like a good idea. Maybe presenting the work more in the context of kernel ridge regression would eliminate the discussion about interpreting the uncertainty. Alternatively, if the author opts to present it as GP, maybe a video could be used to represent the uncertainty by sampling a random walk through the distribution. Finally, it might help to not use differential equations as expository material. I assume the author's rationale for using this was that reader might already a bit familiar with it and thus help its understanding. I agree, but for me it made it harder to understand the generality with respect to Groebner bases. My first intuition was that ""this has been done"". Maybe make they Weyl algebra and Figure 4 the basic piece? But I expect this suggestion to have high variance.","{'annotators': ['DFou9r7M', 'BXzyXMPh', 'boda'], 'labels': ['4', '3', '3']}",,,7,"{'annotators': ['DFou9r7M', 'BXzyXMPh', 'boda'], 'labels': ['2', '2', '4']}",,,"{'annotators': ['DFou9r7M', 'BXzyXMPh', 'boda'], 'labels': ['3', '2', 'X']}",,,"{'annotators': ['DFou9r7M', 'BXzyXMPh', 'boda'], 'labels': ['3', '2', '2']}",,,"{'annotators': ['DFou9r7M', 'BXzyXMPh', 'boda'], 'labels': ['1', '1', '1']}",,,"{'annotators': ['DFou9r7M', 'BXzyXMPh', 'boda'], 'labels': ['0', '0', '0']}",,,"{'annotators': ['DFou9r7M', 'BXzyXMPh', 'boda'], 'labels': ['1', '1', '1']}",,
"2. Quantitive evaluation results in Figure 3 only reflect middle outputs rather than the final outputs. Figure 4 illustrates the comparison of final results with a single data sample. Thereby, current evaluations are not convincing enough to confirm ModelAngelo’s superiority to competitors. Is it possible for a quantitive comparison on the final outputs?",ICLR_2023_1500,ICLR_2023,"1. A mathematical formulation for the entire problem is missed. Though the problem is complex and difficult to be solved with an end-to-end framework, the original formulation is still needed at the beginning of the Methods section, followed by a brief introduction of the entire framework, i.e. how to split the entire task into several components and what specific role does each component play. I also suggest authors present a figure to illustrate the overall computing procedure of ModelAngelo. 2. Quantitive evaluation results in Figure 3 only reflect middle outputs rather than the final outputs. Figure 4 illustrates the comparison of final results with a single data sample. Thereby, current evaluations are not convincing enough to confirm ModelAngelo’s superiority to competitors. Is it possible for a quantitive comparison on the final outputs? 3. Many losses (e.g. (RMSD) loss, backbone RMSD loss, amino-acid classification loss, local confidence score loss, torsion angles loss, and full atom loss) are involved in the learning of GNN. What are the definition of these losses? How do you get the ground truth labels required (if so) for these losses?","{'annotators': ['DFou9r7M', 'BXzyXMPh', 'boda'], 'labels': ['5', '5', '5']}",,,7,"{'annotators': ['DFou9r7M', 'BXzyXMPh', 'boda'], 'labels': ['5', '5', '5']}",,,"{'annotators': ['DFou9r7M', 'BXzyXMPh', 'boda'], 'labels': ['5', '5', '5']}",,,"{'annotators': ['DFou9r7M', 'BXzyXMPh', 'boda'], 'labels': ['5', '5', '5']}",,,"{'annotators': ['DFou9r7M', 'BXzyXMPh', 'boda'], 'labels': ['1', '1', '1']}",,,"{'annotators': ['DFou9r7M', 'BXzyXMPh', 'boda'], 'labels': ['0', '0', '0']}",,,"{'annotators': ['DFou9r7M', 'BXzyXMPh', 'boda'], 'labels': ['1', '1', '1']}",,
"- Most importantly, the explanations are very qualitative and whenever simulation or experiment-based evidence is given, the procedures are described very minimally or not at all, and some figures are confusing, e.g. what is ""sample count"" in fig. 2? It would really help adding more details to the paper and/or supplementary information in order to appreciate what exactly was done in each simulation. Whenever statistical inferences are made, there should be error bars and/or p-values.",NIPS_2017_28,NIPS_2017,"- Most importantly, the explanations are very qualitative and whenever simulation or experiment-based evidence is given, the procedures are described very minimally or not at all, and some figures are confusing, e.g. what is ""sample count"" in fig. 2? It would really help adding more details to the paper and/or supplementary information in order to appreciate what exactly was done in each simulation. Whenever statistical inferences are made, there should be error bars and/or p-values.
- Although in principle the argument that in case of recognition lists are recalled based on items makes sense, in the most common case of recognition, old vs new judgments, new items comprise the list of all items available in memory (minus the ones seen), and it's hard to see how such an exhaustive list could be effectively implemented and concrete predictions tested with simulations.
- Model implementation should be better justified: for example, the stopping rule with n consecutive identical samples seems a bit arbitrary (at least it's hard to imagine neural/behavioral parallels for that) and sensitivity with regard to n is not discussed.
- Finally it's unclear how perceptual modifications apply for the case of recall: in my understanding the items are freely recalled from memory and hence can't be perceptually modified. Also what are speeded/unspeeded conditions?","{'annotators': ['DFou9r7M', 'BXzyXMPh', 'boda'], 'labels': ['5', '5', '5']}",,,7,"{'annotators': ['DFou9r7M', 'BXzyXMPh', 'boda'], 'labels': ['5', '5', '5']}",,,"{'annotators': ['DFou9r7M', 'BXzyXMPh', 'boda'], 'labels': ['4', '5', '5']}",,,"{'annotators': ['DFou9r7M', 'BXzyXMPh', 'boda'], 'labels': ['4', '5', '5']}",,,"{'annotators': ['DFou9r7M', 'BXzyXMPh', 'boda'], 'labels': ['1', '1', '1']}",,,"{'annotators': ['DFou9r7M', 'BXzyXMPh', 'boda'], 'labels': ['0', '0', '0']}",,,"{'annotators': ['DFou9r7M', 'BXzyXMPh', 'boda'], 'labels': ['1', '1', '1']}",,
"1. Some claims may be inspired from existing studies; thus, it is critical to add the supportive references. For example, Lines 55-64: ""we identify four critical factors that affect the performance of chain-of-thought prompting and require large human effort to deal with: (1) order sensitivity: the order combination of the exemplars; (2) complexity: the number of reasoning steps of the rationale chains; (3) diversity: the combination of different complex-level exemplars; (4) style sensitivity: the writing/linguistic style of the rationale chains."" --- Most of the above factors have been discussed in existing studies.",FGBEoz9WzI,EMNLP_2023,"1. Some claims may be inspired from existing studies; thus, it is critical to add the supportive references. For example, Lines 55-64: ""we identify four critical factors that affect the performance of chain-of-thought prompting and require large human effort to deal with: (1) order sensitivity: the order combination of the exemplars; (2) complexity: the number of reasoning steps of the rationale chains; (3) diversity: the combination of different complex-level exemplars; (4) style sensitivity: the writing/linguistic style of the rationale chains."" --- Most of the above factors have been discussed in existing studies.
2. This approach requires extensive queries to optimize and organize the demonstration exemplars, which would costly behind the paywalls. It also relies on a training-based pipeline, which further increases the complexity of the whole framework.","{'annotators': ['DFou9r7M', 'BXzyXMPh', 'boda'], 'labels': ['3', '2', '5']}",,,7,"{'annotators': ['DFou9r7M', 'BXzyXMPh', 'boda'], 'labels': ['4', '5', '5']}",,,"{'annotators': ['DFou9r7M', 'BXzyXMPh', 'boda'], 'labels': ['3', '5', '4']}",,,"{'annotators': ['DFou9r7M', 'BXzyXMPh', 'boda'], 'labels': ['3', '3', '5']}",,,"{'annotators': ['DFou9r7M', 'BXzyXMPh', 'boda'], 'labels': ['1', '1', '1']}",,,"{'annotators': ['DFou9r7M', 'BXzyXMPh', 'boda'], 'labels': ['0', '0', '0']}",,,"{'annotators': ['DFou9r7M', 'BXzyXMPh', 'boda'], 'labels': ['1', '1', '1']}",,
"- Impact: This paper could be improved by explicitly showing the settings for the various knobs of this algorithm to mimic prior work: Dagger, searn, etc...it would help the community by providing a single review of the various advances in this area.",NIPS_2016_192,NIPS_2016,"Weakness: (e.g., why I am recommending poster, and not oral) - Impact: This paper makes it easier to train models using learning to search, but it doesn't really advance state-of-the-art in terms of the kind of models we can build. - Impact: This paper could be improved by explicitly showing the settings for the various knobs of this algorithm to mimic prior work: Dagger, searn, etc...it would help the community by providing a single review of the various advances in this area. - (Minor issue) What's up with Figure 3? ""OAA"" is never referenced in the body text. It looks like there's more content in the appendix that is missing here, or the caption is out of date.","{'annotators': ['DFou9r7M', 'BXzyXMPh', 'boda'], 'labels': ['5', '4', '5']}",,,7,"{'annotators': ['DFou9r7M', 'BXzyXMPh', 'boda'], 'labels': ['3', '3', '3']}",,,"{'annotators': ['DFou9r7M', 'BXzyXMPh', 'boda'], 'labels': ['5', '3', 'X']}",,,"{'annotators': ['DFou9r7M', 'BXzyXMPh', 'boda'], 'labels': ['4', '3', '3']}",,,"{'annotators': ['DFou9r7M', 'BXzyXMPh', 'boda'], 'labels': ['1', '1', '1']}",,,"{'annotators': ['DFou9r7M', 'BXzyXMPh', 'boda'], 'labels': ['0', '0', '0']}",,,"{'annotators': ['DFou9r7M', 'BXzyXMPh', 'boda'], 'labels': ['1', '1', '1']}",,
