review_point,paper_id,focused_review,helpfulness_label,chatgpt_helpfulness_definitions_score,chatgpt_helpfulness_definitions_rationale,chatgpt_helpfulness_definitions_examples_score,chatgpt_helpfulness_definitions_examples_rationale,chatgpt_helpfulness_definitions_incontext_learning_score,chatgpt_helpfulness_definitions_incontext_learning_rationale
"3) The description of HIERENC is unclear. From what I understand, each input (h_i) to the temporal network is the average of the representations of all instantiations of context filled by every possible entity in the vocabulary. This does not seem to be a good idea since presumably only one of those instantiations is correct. This would most likely introduce a lot of noise.",ACL_2017_588_review,"and the evaluation leaves some questions unanswered. - Strengths: The proposed task requires encoding external knowledge, and the associated dataset may serve as a good benchmark for evaluating hybrid NLU systems.
- Weaknesses: 1) All the models evaluated, except the best performing model (HIERENC), do not have access to contextual information beyond a sentence. This does not seem sufficient to predict a missing entity. It is unclear whether any attempts at coreference and anaphora resolution have been made. It would generally help to see how well humans perform at the same task.
2) The choice of predictors used in all models is unusual. It is unclear why similarity between context embedding and the definition of the entity is a good indicator of the goodness of the entity as a filler.
3) The description of HIERENC is unclear. From what I understand, each input (h_i) to the temporal network is the average of the representations of all instantiations of context filled by every possible entity in the vocabulary.
This does not seem to be a good idea since presumably only one of those instantiations is correct. This would most likely introduce a lot of noise.
4) The results are not very informative. Given that this is a rare entity prediction problem, it would help to look at type-level accuracies, and analyze how the accuracies of the proposed models vary with frequencies of entities.
- Questions to the authors: 1) An important assumption being made is that d_e are good replacements for entity embeddings. Was this assumption tested?
2) Have you tried building a classifier that just takes h_i^e as inputs?
I have read the authors' responses. I still think the task+dataset could benefit from human evaluation. This task can potentially be a good benchmark for NLU systems, if we know how difficult the task is. The results presented in the paper are not indicative of this due to the reasons stated above. Hence, I am not changing my scores.",5.0,3,"the comment identifies a key weakness in the description of the hierenc method, specifically regarding the averaging of representations. however, while the reviewer highlights the potential issue of noise introduction due to averaging, the feedback lacks depth and does not provide specific suggestions for how the authors can address this problem or improve their description. despite recognizing a critical issue, the comment does not fully empower the authors to make comprehensive improvements. thus, it is somewhat helpful.",5,"the review point is highly helpful as it clearly identifies a significant weakness in the description of hierenc and provides a detailed explanation of why the current approach may not be effective. the reviewer describes the issue with averaging representations for each context instantiation, highlighting the potential for noise that could arise from this method. such feedback gives the authors a clear understanding of the specific problem and implies the need for a more refined or different approach, thus empowering them to significantly improve their draft.",5,"the comment is highly helpful as it identifies a specific issue with the description of hierenc, providing clear reasoning as to why the approach may not be effective. the comment suggests that using the average of representations for all possible entities could introduce noise, which is a significant weakness that the authors should address. this feedback empowers the authors to reconsider and potentially revise their methodology to improve clarity and effectiveness."
"3. The adopted baseline models are weak. First of all, the author does not compare to Campos et al. (2020), which also uses feedback in QA tasks. Second, they also do no comparison with other domain adaptation methods, such as those work cited in Section 8. Line 277: “The may be attributed…” -> “This may be attributed…",ARR_2022_68_review,"1. Despite the well-motivated problem formulation, the simulation is not realistic. The author does not really collect feedback from human users but derives them from labeled data. One can imagine users can find out that returned answers are contrastive to commonsense. For instance, one can know that “Tokyo” is definitely a wrong answer to the question “What is the capital of South Africa?”. However, it is not very reasonable to assume that the users are knowledgeable enough to provide both positive and negative feedback. If so, why do they need to ask QA models? And what is the difference between collecting feedback and labeling data?
In conclusion, it would be more realistic to assume that only a small portion of the negative feedback is trustworthy, and there may be little or no reliable positive feedback. According to the experiment results, however, 20% of feedback perturbation makes the proposed method fail.
Therefore, the experiment results cannot support the claim made by authors.
2. There is a serious issue of missing related work. As mentioned above, Campos et al. (2020) has already investigated using user feedback to fine-tune deployed QA models. They also derive feedback from gold labels and conduct experiments with both in-domain and out-of-domain evaluation. The proposed methods are also similar: upweighting or downweighting the likelihood of predicted answer according to the feedback.
Moreover, Campos et al. (2020) has a more reasonable formulation, where there could be multiple feedback for a certain pair of questions and predicted answers. 3. The adopted baseline models are weak. First of all, the author does not compare to Campos et al. (2020), which also uses feedback in QA tasks. Second, they also do no comparison with other domain adaptation methods, such as those work cited in Section 8.
Line 277: “The may be attributed…” -> “This may be attributed…",5.0,4,"the review comment is mostly helpful as it provides a clear identification of weaknesses in the draft, specifically regarding the selection of baseline models for comparison. it highlights the omission of comparisons with relevant work by campos et al. (2020) and other domain adaptation methods, urging the authors to consider these for a more robust evaluation. additionally, it offers a corrective suggestion for a typographical error, which contributes to the clarity of the text. however, the comment could be further expanded with more specific guidance on how to incorporate these comparisons to enhance the draft's comprehensiveness.",4,"the review point provides a clear and actionable feedback by highlighting weaknesses in the choice of baseline models and the lack of comparison with relevant works, such as campos et al. (2020) and other domain adaptation methods cited in section 8. this specific guidance helps the authors understand areas for improvement in their experimental setup. additionally, there is a minor comment on a grammatical correction, which is helpful but not central to the improvement of the overall draft. the feedback is mostly helpful, as it gives the authors clear directions on how to enhance the rigor and completeness of their comparative analysis, although it could provide more detailed insights or further explanations for a higher score.",4,"the comment is mostly helpful as it identifies a specific weakness in the experimental setup (the use of weak baseline models) and provides actionable suggestions for improvement by recommending comparison to specific related work and domain adaptation methods. additionally, it offers a correction for a typographical error. however, it could be more detailed on why these comparisons are important, which would make it fully comprehensive."
"- The description of the MFDA setting is very confusing in the first paragraph of the Method Section: “single target domain with \textbf{sparse} labels”, “…target distribution p_T(x, y) with label observation…” is mentioned, but the notation for target domain \tau is unlabeled. In the original MFDA paper (Yue et al., 2021a), the target data is unlabeled. What about the unlabeled data in source domains? Are they used during training (as in (Yue et al., 2021a))? It is very confusing that the problem setting description defers significantly as in (Yue et al., 2021a).",YRJDZYGmAZ,"Many significant problems are found in the current format of the paper that prevents the understanding of the concept. The problem includes but is not limited to confusing writing, inconsistency of notations, expressions of novelty, experimental presentation etc. It is highly recommended that the authors to re-write the paper, re-organize the content and better polish the text for the reader to better understand.
The major problems:
* Novelty is limited:
- The proposed method as in Sec. 3.2 is very similar to DAPL but extended to multi-source scenarios. The only difference is to introduce an additional [DOM]. Note, that DAPL has not been peer-reviewed.
- The motivation for domain-aware mixup is confusing. I cannot be convinced and do not understand in the current writing, how it can enforce to learn domain-specific knowledge. The corresponding literature regarding mixup in the feature space is also not referenced and discussed (e.g. [1]).
- The description for deriving the domain-aware mixup is confusing. I assume the authors are trying to develop a method so that the learned prompt shares the knowledge between source and target domains (depending on Eq. 9)?
* Writing:
- In the first sentence of Abstract: “large vision-language models … strong performance in MFDA”. There is no such reference applying large VL models in MFDA. In fact, MFDA is a rarely studied problem.
- The description of the problem setting (MFDA) should be clearly explained at the beginning (abstract or introduction) so that the reader can refer better to the limitations of prior works.
- Paragraphs 1 & 2 in the introduction: the connection is missing, and ‘prompt learning’ suddenly jumps in, making the concept broken.
- Fig. 1 is not referred to in the paper.
- Related work: after describing the related prior works of each field, it's suggested to write a couple of sentences to distinguish between them to show the novelty of the proposed method.
- The description of the MFDA setting is very confusing in the first paragraph of the Method Section: “single target domain with \textbf{sparse} labels”, “…target distribution p_T(x, y) with label observation…” is mentioned, but the notation for target domain \tau is unlabeled. In the original MFDA paper (Yue et al., 2021a), the target data is unlabeled. What about the unlabeled data in source domains? Are they used during training (as in (Yue et al., 2021a))? It is very confusing that the problem setting description defers significantly as in (Yue et al., 2021a).
- There is significant text overlapping with DAPL in the preliminary sections of both papers (only with some rewording..). It should be strictly prohibited.
- What is [DOM] in Eq. 4? I assume it is a domain ID? And I assume [DOM] is the non-learnable component near the description of Eq. 4?
- Notation: what is subscript d in Eq. 4 and superscript d in Eq. 5? They are not explained in the text. I assume they are the domain IDs?
- What does it mean by ‘d*k categories’ as in the sentence after Eq. 5?
- Eq. 6 is very confusing. For the outer summation on d \in {s, u}, what is the purpose of computing the similarity between the target domain prompt and source image features? How does the learning on unlabeled target data is realized?
- What is inter-source domain mixup? In the current format of writing, I don’t understand why maintaining it will harm the representation learning on the target domain. The motivation is weak.
- In the second paragraph on page 6, the notation of target domain data y_t is different from Section 3.
- In Fig. 3, letters v and f are used to represent the features of “painting” and “real”. But v is used to represent text prompts as in Eq. 3
- The feature mix-up formulation in Fig. 3 is different than Eq. 8. One uses \gamma and another one uses \lambda? and the weighting is different?
- It is really confusing that the letter “t” is used to refer to text and target domain.
- What are D^s and D^u in Eq. 10? They are never defined. I assume they are source and target domains, which is inconsistent with what is described in the problem setting. The problem setting is borrowed from (Yue et al., 2021a). But Eq. 10 is copied from DAPL paper. Please keep everything consistent throughout the paper. Also, Eq. 9 requires source data as well, why only D^u is passed to L_u as in Eq. 10?
- The notations for loss functions in Eq. 7, 9, and 10 should be consistent.
- Table 5 in the last sentence of Page 8 should be Figure 5.
- The experimental setting/comparison is very confusing. What is “single best”, which can be both setting and method as in Table 1&2? What is source combined? Which rows in Tables 1&2 refer to the MFDA? How come the “Large model” in Table 1&2 can be the setting, it should be the model architecture.
- For Figure 6&7, they are hard to see the differences. It is suggested to use a table to report the numbers.
[1] Adversarial Domain Adaptation with Domain Mixup. AAAI 2020.",5.0,4,"the review point identifies a significant area of confusion within the method section regarding the description of the mfda setting. it compares the draft's description with a previous paper (yue et al., 2021a), highlighting discrepancies and raising important questions about the use of labeled and unlabeled data. this specific feedback will help authors understand the areas that are unclear and align their draft with existing literature, thus improving the clarity and accuracy of their paper. however, the comment could be more helpful if it provided specific suggestions on how to address the confusion, making it fully comprehensive. hence, it is mostly helpful but can be refined further.",4,"the review point identifies specific weaknesses in the description of the mfda setting, such as the lack of clarity regarding sparse labels, target distribution notation, and discrepancies with previous work by yue et al. (2021a). it requests clarification on whether unlabeled data in source domains is used during training and highlights inconsistencies with the referenced paper, providing clear guidance on areas that need improvement. however, the review point could be further refined by suggesting explicitly how the authors might clarify these inconsistencies, which would elevate it to a highly helpful comment.",4,"the comment is mostly helpful as it highlights a key area of confusion in the manuscript. it identifies specific issues with the description of the mfda setting and provides sufficient context by referencing the original paper for comparison. however, it could be more comprehensive by suggesting specific clarifications or adjustments to the paper's text, ensuring the authors address the noted inconsistencies."
"2 More analysis and comments are recommended on the performance trending of increasing the number of parameters for ViT (DeiT) in the Figure 3. I disagree with authors' viewpoint that ""Both CNNs and ViTs seem to benefit similarly from increased model capacity"". In the Figure 3, the DeiT-B models does not outperform DeiT-T in APTOS2019, and it does not outperform DeiT-S on APTOS2019, ISIC2019 and CheXpert (0.1% won't be significant). However, CNNs can give more almost consistent model improvements as the capacity goes up except on the ISIC2019.",ICLR_2022_1794,"1 Medical imaging are often obtained in 3D volumes, not only limited to 2D images. So experiments should include the 3D volume data as well for the general community, rather than all on 2D images. And the lesion detection is another important task for the medical community, which has not been studied in this work.
2 More analysis and comments are recommended on the performance trending of increasing the number of parameters for ViT (DeiT) in the Figure 3. I disagree with authors' viewpoint that ""Both CNNs and ViTs seem to benefit similarly from increased model capacity"". In the Figure 3, the DeiT-B models does not outperform DeiT-T in APTOS2019, and it does not outperform DeiT-S on APTOS2019, ISIC2019 and CheXpert (0.1% won't be significant). However, CNNs can give more almost consistent model improvements as the capacity goes up except on the ISIC2019.
3 On the segmentation mask involved with cancer on CSAW-S, the segmentation results of DEEPLAB3-DEIT-S cannot be concluded as better than DEEPLAB3-RESNET50. The implication that ViTs outperform CNNs in this segmentation task cannot be validly drawn from an 0.2% difference with larger variance.
Questions: 1 For the grid search of learning rate, is it done on the validation set?
Minor problems: 1 The n number for Camelyon dataset in Table 1 is not consistent with the descriptions in the text in Page 4.",5.0,5,"the review point is highly helpful as it provides a thorough identification of a specific area where the authors may have made an incorrect conclusion regarding their results. the reviewer not only challenges the authors' viewpoint with a clear counterargument, backed by specific examples from the data presented in figure 3 but also encourages further analysis and commentary to improve the manuscript. this detailed and constructive feedback empowers the authors to critically reconsider their interpretation of model performance among different architectures and make corresponding improvements to their draft. moreover, the suggestion to add analysis on performance trending adds actionable guidance for enhancement.",4,"the review point provides mostly helpful feedback by clearly addressing the authors' claim regarding the performance trending with increased model capacity in vits and cnns. the reviewer disputes the authors' viewpoint with specific reference to the models and datasets in figure 3, offering evidence that challenges the claim. although the feedback is specific and actionable, suggesting further analysis and comments, it could be expanded with more detailed suggestions on what additional analysis should entail to strengthen it further.",4,"the comment is mostly helpful as it provides clear and actionable feedback regarding the need for more analysis and commentary on the performance trends. the reviewer disagrees with the authors' viewpoint and gives specific examples from figure 3 to support their argument, offering the authors an opportunity to revisit their analysis. however, it could be more comprehensive if it included suggestions for how the authors might address these concerns or improve the clarity of their argument."
"2. In the experiment of face recognition, some state-of-the art references are missing, such as Baidu' work ""Targeting Ultimate Accuracy: Face Recognition via Deep Embedding"", http://vis-www.cs.umass.edu/lfw/results.html#baidu. In that work, the triplet loss is also used and it reported the result trained on the dataset containing 9K identities and 450K images, which is similar with Webface. The VRF can achieve 98.65% on LFW which is better than the result in Table 3 in this paper.",NIPS_2016_208,"1. The novelty is a little weak. It is not clear what's the significant difference and advantage compared to NCA [6] and ""Small codes and large image databases for recognition"", A. Torralba et al., 2008, which used NCA in deep learning. 2. In the experiment of face recognition, some state-of-the art references are missing, such as Baidu' work ""Targeting Ultimate Accuracy: Face Recognition via Deep Embedding"", http://vis-www.cs.umass.edu/lfw/results.html#baidu. In that work, the triplet loss is also used and it reported the result trained on the dataset containing 9K identities and 450K images, which is similar with Webface. The VRF can achieve 98.65% on LFW which is better than the result in Table 3 in this paper.",5.0,4,"the comment is mostly helpful as it clearly identifies a weakness in the paper, specifically the omission of relevant state-of-the-art references that use a similar methodology. it provides an actionable suggestion by mentioning a specific study (baidu's work) that should be cited or discussed to enhance the paper's comparison. additionally, it points out a specific result that outperforms the one in the current draft, which is pertinent for authors to consider. however, the comment could be refined by offering more specific guidance on how to incorporate this information into the draft or by suggesting other specific gaps to address, which would make it fully comprehensive and warrant a higher score.",4,"the comment is mostly helpful as it identifies a clear weakness in the paper by pointing out that some state-of-the-art references, like baidu's work, are missing in the experiment of face recognition. it provides specific details about the missing reference, including the method used and the results achieved, which are relevant for the authors to consider. this feedback gives actionable insights for the authors to improve their draft by comparing their results with state-of-the-art methods. however, it could be expanded by suggesting how the inclusion of this reference and comparison might impact the authors’ conclusions or methodology, which would enhance its comprehensiveness.",4,"the comment is mostly helpful because it identifies a specific area where the paper can be improved by referencing an important related work. it provides a clear example of the missing reference and suggests the inclusion of this work for a more comprehensive discussion. however, it could be more helpful by explaining the significance of the comparison further or by suggesting how the authors can incorporate this information effectively."
"- Table 4 needs a little more clarification, what splits are used for obtaining the ATIS numbers? I thank the authors for their response.",ACL_2017_726_review,"- Claims of being comparable to state of the art when the results on GeoQuery and ATIS do not support it. General Discussion: This is a sound work of research and could have future potential in the way semantic parsing for downstream applications is done. I was a little disappointed with the claims of “near-state-of-the-art accuracies” on ATIS and GeoQuery, which doesn’t seem to be the case (8 points difference from Liang et. al., 2011)). And I do not necessarily think that getting SOTA numbers should be the focus of the paper, it has its own significant contribution. I would like to see this paper at ACL provided the authors tone down their claims, in addition I have some questions for the authors.
- What do the authors mean by minimal intervention? Does it mean minimal human intervention, because that does not seem to be the case. Does it mean no intermediate representation? If so, the latter term should be used, being less ambiguous.
- Table 6: what is the breakdown of the score by correctness and incompleteness?
What % of incompleteness do these queries exhibit?
- What is expertise required from crowd-workers who produce the correct SQL queries? - It would be helpful to see some analysis of the 48% of user questions which could not be generated.
- Figure 3 is a little confusing, I could not follow the sharp dips in performance without paraphrasing around the 8th/9th stages. - Table 4 needs a little more clarification, what splits are used for obtaining the ATIS numbers?
I thank the authors for their response.",5.0,3,"the comment identifies an area that requires clarification, specifically concerning the splits used to obtain the atis numbers in table 4. however, it lacks depth and detail since it does not provide any specific suggestions or guidance on how the authors can clarify this information in the table. while the authors can gain some insight into what needs addressing, the feedback is somewhat helpful but not fully comprehensive.",3,"the comment is somewhat helpful as it identifies a specific area in the document (table 4) that requires clarification regarding the splits used for the atis numbers. however, it lacks depth in providing detailed suggestions or guidance on how the authors could make this clarification. while it helps bring attention to an area needing improvement, it does not thoroughly address the issue or suggest a comprehensive action plan for the authors.",4,"the comment is mostly helpful, as it identifies a specific area where the authors can improve the draft by clarifying the splits used for obtaining the atis numbers. it provides clear and actionable feedback, although it could be expanded to provide more depth or context on why this clarification is needed."
"2: the callout to table 5 should go to table 3, instead. Page 7, section 5, last par.: figure 6 callout is not directing properly",ICLR_2023_977,"the evaluation section has 2 experiments, but only 2 very insightful detailed examples. The paper can use a few more examples to illustrate more differences of the output sequences. This would allow the reader to internalize how the non-monotonicity in a deeper way.
Questions: In details, how does the decoding algorithm actually avoid repetitions? In other way, how does other models actually degrade validation perplexity using their decoding algorithm?
Typos, Grammar, etc.: Page 7, section 4.2, par. 2: the callout to table 5 should go to table 3, instead. Page 7, section 5, last par.: figure 6 callout is not directing properly",5.0,3,"the comment identifies two specific issues with the document's references to tables and figures, which provides the authors with concrete items to correct. however, it lacks additional context or suggestions beyond simply pointing out the misdirected callouts. including more guidance on how these inconsistencies could impact the understanding of the document or suggesting a thorough check of all references might have made it more impactful.",3,"the comment identifies a specific mistake related to the incorrect referencing of tables and figures, which is somewhat helpful for the authors. correcting such errors is important for enhancing the clarity and accuracy of the visual references within the paper. however, the comment could be expanded with additional guidance on any potential implications this misreference might have had on the interpretation or understanding of the related content. the feedback, while valuable, lacks depth and is not comprehensive enough to address broader aspects of the draft's improvement.",5,"the comment is highly helpful as it clearly identifies specific issues with the callouts in the document and provides precise instructions on how to correct them, allowing the authors to significantly improve the accuracy and clarity of the paper."
"- The explanations for features in Section 3.2 are somewhat intertwined and thus confusing. The section would be more coherently organized with more separate paragraphs dedicated to each of lexical features and sentence-level features, by:",ACL_2017_31_review,"] See below for details of the following weaknesses: - Novelties of the paper are relatively unclear.
- No detailed error analysis is provided.
- A feature comparison with prior work is shallow, missing two relevant papers.
- The paper has several obscure descriptions, including typos.
[General Discussion:] The paper would be more impactful if it states novelties more explicitly. Is the paper presenting the first neural network based approach for event factuality identification? If this is the case, please state that.
The paper would crystallize remaining challenges in event factuality identification and facilitate future research better if it provides detailed error analysis regarding the results of Table 3 and 4. What are dominant sources of errors made by the best system BiLSTM+CNN(Att)? What impacts do errors in basic factor extraction (Table 3) have on the overall performance of factuality identification (Table 4)? The analysis presented in Section 5.4 is more like a feature ablation study to show how useful some additional features are.
The paper would be stronger if it compares with prior work in terms of features. Does the paper use any new features which have not been explored before? In other words, it is unclear whether main advantages of the proposed system come purely from deep learning, or from a combination of neural networks and some new unexplored features. As for feature comparison, the paper is missing two relevant papers: - Kenton Lee, Yoav Artzi, Yejin Choi and Luke Zettlemoyer. 2015 Event Detection and Factuality Assessment with Non-Expert Supervision. In Proceedings of the 2015 Conference on Empirical Methods in Natural Language Processing, pages 1643-1648.
- Sandeep Soni, Tanushree Mitra, Eric Gilbert and Jacob Eisenstein. 2014.
Modeling Factuality Judgments in Social Media Text. In Proceedings of the 52nd Annual Meeting of the Association for Computational Linguistics, pages 415-420.
The paper would be more understandable if more examples are given to illustrate the underspecified modality (U) and the underspecified polarity (u). There are two reasons for that. First, the definition of 'underspecified' is relatively unintuitive as compared to other classes such as 'probable' or 'positive'.
Second, the examples would be more helpful to understand the difficulties of Uu detection reported in line 690-697. Among the seven examples (S1-S7), only S7 corresponds to Uu, and its explanation is quite limited to illustrate the difficulties.
A minor comment is that the paper has several obscure descriptions, including typos, as shown below: - The explanations for features in Section 3.2 are somewhat intertwined and thus confusing. The section would be more coherently organized with more separate paragraphs dedicated to each of lexical features and sentence-level features, by: - (1) stating that the SIP feature comprises two features (i.e., lexical-level and sentence-level) and introduce their corresponding variables (l and c) *at the beginning*; - (2) moving the description of embeddings of the lexical feature in line 280-283 to the first paragraph; and - (3) presenting the last paragraph about relevant source identification in a separate subsection because it is not about SIP detection.
- The title of Section 3 ('Baseline') is misleading. A more understandable title would be 'Basic Factor Extraction' or 'Basic Feature Extraction', because the section is about how to extract basic factors (features), not about a baseline end-to-end system for event factuality identification.
- The presented neural network architectures would be more convincing if it describes how beneficial the attention mechanism is to the task.
- Table 2 seems to show factuality statistics only for all sources. The table would be more informative along with Table 4 if it also shows factuality statistics for 'Author' and 'Embed'.
- Table 4 would be more effective if the highest system performance with respect to each combination of the source and the factuality value is shown in boldface.
- Section 4.1 says, ""Aux_Words can describe the *syntactic* structures of sentences,"" whereas section 5.4 says, ""they (auxiliary words) can reflect the *pragmatic* structures of sentences."" These two claims do not consort with each other well, and neither of them seems adequate to summarize how useful the dependency relations 'aux' and 'mark' are for the task.
- S7 seems to be another example to support the effectiveness of auxiliary words, but the explanation for S7 is thin, as compared to the one for S6. What is the auxiliary word for 'ensure' in S7?
- Line 162: 'event go in S1' should be 'event go in S2'.
- Line 315: 'in details' should be 'in detail'.
- Line 719: 'in Section 4' should be 'in Section 4.1' to make it more specific.
- Line 771: 'recent researches' should be 'recent research' or 'recent studies'. 'Research' is an uncountable noun.
- Line 903: 'Factbank' should be 'FactBank'.",5.0,4,"the review comment identifies a specific weakness in the organization of section 3.2, pointing out that the explanations for different features are intertwined and confusing. it provides a clear and actionable suggestion to improve coherence by separating the paragraphs for lexical and sentence-level features. while the suggestion is clear and actionable, offering a more detailed explanation or example of how to execute this separation could increase its comprehensiveness and elevate the comment to a score of 5.",4,"the review point is mostly helpful as it clearly identifies the issue of confusion in the explanations for features in section 3.2 due to intertwined descriptions. it provides an actionable suggestion for improvement by recommending the use of separate paragraphs for lexical features and sentence-level features. however, the feedback could be more comprehensive by offering additional details on how to effectively restructure or examples of possible organization strategies, making it not fully comprehensive but still significant for authors.",4,"the comment is mostly helpful as it clearly identifies an issue with the organization and clarity of the explanations in section 3.2 and provides a specific suggestion for improvement by recommending separate paragraphs for different feature types. however, it could be more comprehensive by including examples of the confusing intertwined explanations."
"- In figure 5, the y-axis label may use ""Exact Match ratio"" directly.",ARR_2022_113_review,"The methodology part is a little bit unclear. The author could describe clearly how the depth-first path completion really works using Figure 3. Also, I'm not sure if the ZIP algorithm is proposed by the authors and also confused about how the ZIP algorithm handles multiple sequence cases.
- Figure 2, it is not clear about ""merge target"". If possible, you may use a shorter sentence.
- Line 113 (right column), will the lattice graph size explode? For a larger dataset, it may impossible to just get the lattice graph, am I right? How should you handle that case?
- Algorithm 1 step 4 and 5, you may need to give the detailed steps of *isRecomb* and *doRecomb* in the appendix.
- Line 154 left, ""including that it optimizes for the wrong objective"". Can you clearly state what objective? why the beam search algorithm is wrong? Beam search is a greedy algorithm that can recover the best output with high probability.
- For the ZIP method, one thing unclear to me is how you combine multiple sequences by if they have different lengths of shared suffixes?
- Line 377, is BFSZIP an existing work? If so, you need to cite their work. - In figure 5, the y-axis label may use ""Exact Match ratio"" directly.
- Line 409, could you cite the ""R2"" metric?
- Appendix A, the authors state ""better model score cannot result in better hypothesis"". You'd better state clearly what idea hypothesis you want. "" a near-optimal model score"" this sentence is unclear to me, could you explain in detail?
- In line 906, it is clear from the previous papers that Beam search results lack diversity and increase the beam size does not work. Can you simplify the paragraph?",5.0,2,"the comment identifies a potential improvement area regarding labeling in figure 5, but it is vague and lacks clarity. it suggests using 'exact match ratio' directly as a label, but does not provide sufficient context or rationale for why this change is beneficial or necessary. the feedback is minimal and provides little actionable guidance for the authors, making it only slightly beneficial.",2,"the review comment identifies an area for improvement by suggesting a clearer label for the y-axis in figure 5. however, it lacks detailed explanation or reasoning as to why 'exact match ratio' would be a better label, making it somewhat vague. while it could offer some benefit by suggesting a clearer label, it does not provide enough guidance to be considered more than barely helpful.",4,"the comment is mostly helpful, as it provides a clear and specific suggestion to improve the clarity and accuracy of figure 5's y-axis label. this would guide the authors to make precise edits that enhance the presentation of their data."
"8: s/expensive approaches2) allows/expensive approaches,2) allows/ p.8: s/estimates3) is/estimates, and3) is/ In the references: Various words in many of the references need capitalization, such as ""ai"" in Amodei et al. (2016), ""bayesian"" in many of the papers, and ""Advances in neural information processing systems"" in several of the papers. Dusenberry et al. (2020) was published in ICML 2020 Osawa et al. (2019) was published in NeurIPS 2019 Swiatkowski et al. (2020) was published in ICML 2020 p. 13, supplement, Fig.",ICLR_2021_872,"The authors push on the idea of scalable approximate inference, yet the largest experiment shown is on CIFAR-10. Given this focus on scalability, and the experiments in recent literature in this space, I think experiments on ImageNet would greatly strengthen the paper (though I sympathize with the idea that this can a high bar from a resources standpoint).
As I noted down below, the experiments currently lack results for the standard variational BNN with mean-field Gaussians. More generally, I think it would be great to include the remaining models from Ovadia et al. (2019). More recent results from ICML could also useful to include (as referenced in the related works sections). Recommendation
Overall, I believe this is a good paper, but the current lack of experiments on a dataset larger than CIFAR-10, while also focusing on scalability, make it somewhat difficult to fully recommend acceptance. Therefore, I am currently recommending marginal acceptance for this paper.
Additional comments
p. 5-7: Including tables of results for each experiment (containing NLL, ECE, accuracy, etc.) in the main text would be helpful to more easily assess
p. 7: For the MNIST experiments, in Ovadia et al. (2019) they found that variational BNNs (SVI) outperformed all other methods (including deep ensembles) on all shifted and OOD experiments. How does your proposed method compare? I think this would be an interesting experiment to include, especially since the consensus in Ovadia et al. (2019) (and other related literature) is that full variational BNNs are quite promising but generally methodologically difficult to scale to large problems, with relative performance degrading even on CIFAR-10. Minor
p. 6: In the phrase ""for 'in-between' uncertainty"", the first quotation mark on 'in-between' needs to be the forward mark rather than the backward mark (i.e., ‘ i n − b e t w e e n ′ ).
p. 7: s/out of sitribution/out of distribution/
p. 8: s/expensive approaches 2) allows/expensive approaches, 2) allows/
p. 8: s/estimates 3) is/estimates, and 3) is/
In the references:
Various words in many of the references need capitalization, such as ""ai"" in Amodei et al. (2016), ""bayesian"" in many of the papers, and ""Advances in neural information processing systems"" in several of the papers.
Dusenberry et al. (2020) was published in ICML 2020
Osawa et al. (2019) was published in NeurIPS 2019
Swiatkowski et al. (2020) was published in ICML 2020
p. 13, supplement, Fig. 5: error bar regions should be upper and lowered bounded by [0, 1] for accuracy.
p. 13, Table 2: Splitting this into two tables, one for MNIST and one for CIFAR-10, would be easier to read.",5.0,3,"the review point highlights formatting and reference issues, such as capitalization errors and incorrect citation details, which should be addressed to improve the professionalism and accuracy of the manuscript. however, these comments are somewhat helpful as they primarily address editorial issues rather than substantive content deficiencies. the feedback provides specific examples (e.g., capitalization errors and publication locations), allowing the authors to correct these errors. despite this, the comment lacks depth regarding the manuscript's content, limiting its impact on improving the overall quality of the paper beyond surface-level edits.",2,"the review point is primarily focused on typographical and formatting issues in the authors' references and text, such as capitalization and correct publication assignments. while these corrections are valid and necessary for improving the manuscript's professionalism and accuracy, the comments are relatively minor. they do not address substantial content, methodology, or interpretive aspects of the paper that would significantly enhance the authors' ability to improve their draft overall. therefore, the review does provide some useful feedback, but it is minimal in scope, which aligns with a score of 2 for barely helpful.",5,"the comment is highly helpful as it provides detailed and explicit feedback on multiple formatting errors within the text and references. the reviewer identifies specific issues, including incorrect punctuation and capitalization, as well as missing publication details in the references. this gives the authors a clear set of actions to improve the presentation and accuracy of their manuscript."
