review_point,paper_id,venue,focused_review,actionability,actionability_label,actionability_label_type,batch,grounding_specificity,grounding_specificity_label,grounding_specificity_label_type,verifiability,verifiability_label,verifiability_label_type,helpfulness,helpfulness_label,helpfulness_label_type,professional_tone,professional_tone_label,professional_tone_label_type,valid_point,valid_point_label,valid_point_label_type,chatgpt_helpfulness_definitions_score,chatgpt_helpfulness_definitions_rationale
1: Poor writing and annotations are a little hard to follow.,NIPS_2018_245,NIPS_2018,"Weakness] 1: Poor writing and annotations are a little hard to follow. 2: Although applying GCN on FVQA is interesting, the technical novelty of this paper is limited. 3: The motivation is to solve when the question doesn't focus on the most obvious visual concept when there are synonyms and homographs. However, from the experiment, it's hard to see whether this specific problem is solved or not. Although the number is better than the previous method, it will be great if the authors could product more experiments to show more about the question/motivation raised in the introduction. 4: Following 3, applying MLP after GCN is very common, and I'm not surprised that the performance will drop without MLP. The authors should show more ablation studies on performance when varying the number of facts retrieval, what happened if we different number of layer of GCN?","['1', '2', '1']",1.0,silver,4,"['1', '1', '1']",1.0,gold,"['X', '1', '1']",1,silver,"['1', '2', '1']",1.0,silver,"['0', '1', '1']",1.0,silver,"['1', '0', '0']",0.0,silver,2,"the comment identifies a weakness in writing and annotations being hard to follow, but it is vague and lacks clarity. it does not provide specific examples or guidance on how the authors can improve these areas, making the feedback only slightly beneficial for them."
"- Some questionable design choices. Perplexity is used as a measure of the model retaining semantic information after fine-tuning, and while that does relate to the original task, there are also aspects of domain drift which are possible and separate from catastrophic forgetting. How are such factors controlled?",KE5QunlXcr,EMNLP_2023,"- The PLMs used (BERT) are by current standards, quite old, and quite small. As work in scaling PLMs up to sizes orders of magnitude greater, performance on syntactic tasks has shown to improve naturally (along with many other useful emergent forms of knowledge). Some comparison to larger models / application of this method to such models, is necessary to ensure that the method has any practical purpose.
- There are also no baselines from existing work. There are other forms of fine-tuning, such as adapters, which seek to add additional knowledge to PLMs with less chance of catastrophic forgetting. The authors even cite one of these papers. This is also a confusing oversight, because the many appropriate inline citations which contrast various decisions in this work to decisions in existing work demonstrate a great familiarity with the literation, so lacking any comparison to any existing methods is an odd oversight.
- Some questionable design choices. Perplexity is used as a measure of the model retaining semantic information after fine-tuning, and while that does relate to the original task, there are also aspects of domain drift which are possible and separate from catastrophic forgetting. How are such factors controlled?
- Related, there is questionable motivation. Often when talking about catastrophic forgetting, both the original training and the new task are both relevant. This is clear in the context of robotics, where learning a new behavior should not result in hindering the robot from performing existing behaviors. Is this true in this case? PPL is almost always not a valuable end goal, and the entire PLM/LLM paradigm is built around this notion of pre-training in whatever way leads to learning useful linguistic representations, before fine-tuning, aligning, or few-shotting the model towards the task the user actually cares about. If users never care about both tasks in approximately equal measure, than what good is retaining the original model weights which were not pertinent to the target task?
- There's arguably too much going on here. The focus of the paper aims to be about catastrophic forgetting, but secondary to that, is also the problem of matching the right syntactic fine-tuning task to the right problem. This is not entirely known a priori, so all possible pairings are explored, but realistically a good guess can be made (as it would likely be if pursued in a more practical setting). For instance, it is no surprise that the phrase syntax task helps with key phrase identification. The disadvantage of the exhaustive approach is that it has both distracted from the main takeaway points while cutting into the space available for supporting the main hypothesis.
- No inclusion of baselines from existing work / SOTA on performance tables
- Key extraction F1 results are better than standard optimizers, but negligibly so.
- No discussion of GC vs EWC. When a priori would you choose which method? If the paper included only one such method, traditional optimizers would be the best choice in most situations.","['4', '5', '3']",,,4,"['3', '3', '3']",3.0,gold,"['4', 'X', 'X']",X,silver,"['2', '5', '3']",,,"['1', '1', '1']",1.0,gold,"['0', '0', '0']",0.0,gold,4,"the comment identifies a specific issue with the design choices related to using perplexity as a measure, which may not adequately address domain drift separate from catastrophic forgetting. it prompts the authors to consider how these factors are controlled, providing clear and actionable feedback. however, it could be more comprehensive by suggesting specific methods or approaches to address this concern, making it mostly helpful rather than highly helpful."
"- ""While higher scores might be achieved with MT systems that explicitly address rare words, these systems don't focus on sentiment words"": it's true, but I was wondering whether sentiment words are rare in the corpus. If they are, those MT systems should obviously handle them (in addition to other rare words).",ACL_2017_96_review,ACL_2017,"lack statistics of the datsets (e.g. average length, vocabulary size) the baseline (Moses) is not proper because of the small size of the dataset the assumption ""sarcastic tweets often differ from their non sarcastic interpretations in as little as one sentiment word"" is not supported by the data. - General Discussion: This discussion gives more details about the weaknesses of the paper. Half of the paper is about the new dataset for sarcasm interpretation.
However, the paper doesn't show important information about the dataset such as average length, vocabulary size. More importantly, the paper doesn't show any statistical evidence to support their method of focusing on sentimental words. Because the dataset is small (only 3000 tweets), I guess that many words are rare. Therefore, Moses alone is not a proper baseline. A proper baseline should be a MT system that can handle rare words very well. In fact, using clustering and declustering (as in Sarcasm SIGN) is a way to handle rare words.
Sarcasm SIGN is built based on the assumption that ""sarcastic tweets often differ from their non sarcastic interpretations in as little as one sentiment word"". Table 1 however strongly disagrees with this assumption: the human interpretations are often different from the tweets at not only sentimental words. I thus strongly suggest the authors to give statistical evidence from the dataset that supports their assumption. Otherwise, the whole idea of Sarcasm SIGN is just a hack.
-------------------------------------------------------------- I have read the authors' response. I don't change my decision because of the following reasons: - the authors wrote that ""the Fiverr workers might not take this strategy"": to me it is not the spirit of corpus-based NLP. A model must be built to fit given data, not that the data must follow some assumption that the model is built on.
- the authors wrote that ""the BLEU scores of Moses and SIGN are above 60, which is generally considered decent in the MT literature"": to me the number 60 doesn't show anything at all because the sentences in the dataset are very short. And that, if we look at table 6, %changed of Moses is only 42%, meaning that even more than half of the time translation is simply copying, the BLUE score is more than 60.
- ""While higher scores might be achieved with MT systems that explicitly address rare words, these systems don't focus on sentiment words"": it's true, but I was wondering whether sentiment words are rare in the corpus. If they are, those MT systems should obviously handle them (in addition to other rare words).","['2', '5', '4']",,,1,"['1', '5', '5']",5.0,silver,"['3', '5', 'X']",,,"['1', '5', '4']",,,"['0', '1', '1']",1.0,silver,"['0', '0', '0']",0.0,gold,2,"the comment raises a relevant point about the treatment of sentiment words in mt systems, suggesting that they should be handled if they are rare in the corpus. however, the comment lacks specificity and actionable guidance for the authors on how to address this issue. it opens up a potentially important discussion but does not provide detailed suggestions or solutions, making it only marginally helpful for the authors."
1) The paper does not dig into the theory profs and show the convergence properties of the proposed algorithm.,ACL_2017_554_review,ACL_2017,"1) The paper does not dig into the theory profs and show the convergence properties of the proposed algorithm.
2) The paper only shows the comparison between SG-MCMC vs RMSProp and did not conduct other comparison. It should explain more about the relation between pSGLD vs RMSProp other than just mentioning they are conterparts in two families.
2) The paper does not talk about the training speed impact with more details.
- General Discussion:","['1', '2', '3', '2', '3', '1', '1', '2']",1.0,gold,2,"['2', '2', '4', '2', '2', '1', '1', '1']",2.0,gold,"['1', '2', '2', 'X', '1', '1', '1', 'X']",1,gold,"['1', '2', '3', '1', '1', '1', '1', '2']",1.0,gold,"['1', '1', '1', '1', '1', '1', '1', '1']",1.0,gold,"['0', '0', '0', '0', '0', '0', '0', '0']",0.0,gold,3,"the comment identifies a significant area of improvement by pointing out the lack of theoretical proofs and convergence properties in the proposed algorithm. this is a valuable insight as these theoretical aspects are often crucial for validating the algorithm's effectiveness. however, the feedback is somewhat lacking in depth, as it does not provide specific guidance or suggestions on how the authors might address these theoretical gaps. therefore, while it highlights an important issue, it does not fully empower the authors with actionable steps for improvement."
"1. When discussing related work it is crucial to mention related work on modular networks for VQA such as [A], otherwise the introduction right now seems to paint a picture that no one does modular architectures for VQA.",NIPS_2017_53,NIPS_2017,"Weakness
1. When discussing related work it is crucial to mention related work on modular networks for VQA such as [A], otherwise the introduction right now seems to paint a picture that no one does modular architectures for VQA.
2. Given that the paper uses a billinear layer to combine representations, it should mention in related work the rich line of work in VQA, starting with [B] which uses billinear pooling for learning joint question image representations. Right now the manner in which things are presented a novice reader might think this is the first application of billinear operations for question answering (based on reading till the related work section). Billinear pooling is compared to later.
3. L151: Would be interesting to have some sort of a group norm in the final part of the model (g, Fig. 1) to encourage disentanglement further.
4. It is very interesting that the approach does not use an LSTM to encode the question. This is similar to the work on a simple baseline for VQA [C] which also uses a bag of words representation.
5. (*) Sec. 4.2 it is not clear how the question is being used to learn an attention on the image feature since the description under Sec. 4.2 does not match with the equation in the section. Speficially the equation does not have any term for r^q which is the question representation. Would be good to clarify. Also it is not clear what \sigma means in the equation. Does it mean the sigmoid activation? If so, multiplying two sigmoid activations (with the \alpha_v computation seems to do) might be ill conditioned and numerically unstable.
6. (*) Is the object detection based attention being performed on the image or on some convolutional feature map V \in R^{FxWxH}? Would be good to clarify. Is some sort of rescaling done based on the receptive field to figure out which image regions belong correspond to which spatial locations in the feature map?
7. (*) L254: Trimming the questions after the first 10 seems like an odd design choice, especially since the question model is just a bag of words (so it is not expensive to encode longer sequences).
8. L290: it would be good to clarify how the implemented billinear layer is different from other approaches which do billinear pooling. Is the major difference the dimensionality of embeddings? How is the billinear layer swapped out with the hadarmard product and MCB approaches? Is the compression of the representations using Equation. (3) still done in this case?
Minor Points:
- L122: Assuming that we are multiplying in equation (1) by a dense projection matrix, it is unclear how the resulting matrix is expected to be sparse (arenât we mutliplying by a nicely-conditioned matrix to make sure everything is dense?).
- Likewise, unclear why the attended image should be sparse. I can see this would happen if we did attention after the ReLU but if sparsity is an issue why not do it after the ReLU?
Perliminary Evaluation
The paper is a really nice contribution towards leveraging traditional vision tasks for visual question answering. Major points and clarifications for the rebuttal are marked with a (*).
[A] Andreas, Jacob, Marcus Rohrbach, Trevor Darrell, and Dan Klein. 2015. âNeural Module Networks.â arXiv [cs.CV]. arXiv. http://arxiv.org/abs/1511.02799.
[B] Fukui, Akira, Dong Huk Park, Daylen Yang, Anna Rohrbach, Trevor Darrell, and Marcus Rohrbach. 2016. âMultimodal Compact Bilinear Pooling for Visual Question Answering and Visual Grounding.â arXiv [cs.CV]. arXiv. http://arxiv.org/abs/1606.01847.
[C] Zhou, Bolei, Yuandong Tian, Sainbayar Sukhbaatar, Arthur Szlam, and Rob Fergus. 2015. âSimple Baseline for Visual Question Answering.â arXiv [cs.CV]. arXiv. http://arxiv.org/abs/1512.02167.","['2', '5', '5', '5']",5.0,gold,3,"['3', '5', '5', '5']",5.0,gold,"['3', '5', '2', '4']",,,"['3', '5', '3', '4']",3.0,silver,"['1', '1', '1', '1']",1.0,gold,"['0', '0', '0', '0']",0.0,gold,4,"the review point clearly identifies a specific weakness in the draft, namely the omission of important related work on modular networks for vqa. it provides actionable feedback by suggesting the inclusion of such works to improve the integrity and completeness of the introduction. while the comment could be enhanced by providing more detailed suggestions, such as specific studies or aspects to be covered, it is mostly helpful as it guides the authors to address a significant gap."
- It is not clear if authors also experimented with the usage of domain ontologies to avoid the generation of placeholders in the evaluated responses - Line 211: How many questions were created for this zero-shot intent classifier and what is the accuracy of this system?,ARR_2022_40_review,ARR_2022,"- Although author state that components can be replaced by other models for flexibility, authors did not try any change or alternative in the paper to proof the robustness of the proposed framework.
- Did authors tried using BlenderBot vs 2.0 with incorporated knowledge? it would be very interesting to see how the dialogs can be improved by using domain ontologies from the SGD dataset. - Although BlenderBot is finetuned on the SGD dataset, it is not clear how using more specific TOD chatbots can provide better results - Lines 159-162: Authors should provide more information about the type/number of personas created, and how the personas are used by the chatbot to generate the given responses. - It is not clear if authors also experimented with the usage of domain ontologies to avoid the generation of placeholders in the evaluated responses - Line 211: How many questions were created for this zero-shot intent classifier and what is the accuracy of this system?
- Line 216: How many paraphrases were created for each question, and what was their quality rate?
- Line 237: How critical was the finetuning process over the SQuad and CommonsenseQA models?
- Line 254-257: How many templates were manually created? - Line 265: How the future utterances are used during evaluation? For the generation part, are the authors generating some sort of sentence embedding representation (similar to SkipThoughs) to learn the generation of the transition sentence? and is it the transition sentence one taken from the list of manual templates? ( In general, this section 2.2.2 is the one I have found less clear) - Merge SGD: Did authors select the TOD dialogue randomly from those containing the same intent/topic? did you tried some dialogue embedding from the ODD part and tried to select a TOD dialogue with a similar dialogue embedding? if not, this could be an idea to improve the quality of the dataset. this could also allow the usage of the lexicalized version of the SGD and avoids the generation of placeholders in the responses - Line 324: how the repeated dialogues are detected? - Line 356: how and how many sentences are finally selected from the 120 generated sentences?
- Lines 402-404: How the additional transitions are generated? using the T5 model? how many times the manual sentences were selected vs the paraphrased ones?
- The paper: Fusing task-oriented and open-domain dialogues in conversational agents is not included in the background section and it is important in the context of similar datasets - Probably the word salesman is misleading since by reading some of the generated dialogues in the appendixes, it is not clear that the salesman agent is in fact selling something. It seems sometimes that they are still doing chitchat but on a particular topic or asking for some action to be done (like one to be done by an intelligent speaker)","['3', '5', '5']",5.0,silver,4,"['3', '5', '5']",5.0,silver,"['3', 'X', 'X']",X,silver,"['2', '5', '4']",,,"['1', '1', '1']",1.0,gold,"['0', '0', '0']",0.0,gold,3,"the review point raises two separate issues: the use of domain ontologies and the specifics of the zero-shot intent classifier. it raises important questions that could help the authors clarify and improve their work, particularly in terms of methodology and results. however, the comment lacks depth and detailed guidance on how the authors might address these issues. the feedback could be more complete by suggesting specific areas or methods to explore or by providing examples of what the authors could include to address these points. consequently, the feedback is somewhat helpful but not comprehensive or fully actionable for the authors."
"- Generally, this seems like only a very first step towards real strategic settings: in light of what they claim (""strategic predictions"", l28), their setting is only partially strategic/game theoretic as the opponent doesn't behave strategically (i.e., take into account the other strategic player).",NIPS_2017_143,NIPS_2017,"For me the main issue with this paper is that the relevance of the *specific* problem that they study -- maximizing the ""best response"" payoff (l127) on test data -- remains unclear. I don't see a substantial motivation in terms of a link to settings (real or theoretical) that are relevant:
- In which real scenarios is the objective given by the adverserial prediction accuracy they propose, in contrast to classical prediction accuracy?
- In l32-45 they pretend to give a real example but for me this is too vague. I do see that in some scenarios the loss/objective they consider (high accuracy on majority) kind of makes sense. But I imagine that such losses already have been studied, without necessarily referring to ""strategic"" settings. In particular, how is this related to robust statistics, Huber loss, precision, recall, etc.?
- In l50 they claim that ""pershaps even in most [...] practical scenarios"" predicting accurate on the majority is most important. I contradict: in many areas with safety issues such as robotics and self-driving cars (generally: control), the models are allowed to have small errors, but by no means may have large errors (imagine a self-driving car to significantly overestimate the distance to the next car in 1% of the situations).
Related to this, in my view they fall short of what they claim as their contribution in the introduction and in l79-87:
- Generally, this seems like only a very first step towards real strategic settings: in light of what they claim (""strategic predictions"", l28), their setting is only partially strategic/game theoretic as the opponent doesn't behave strategically (i.e., take into account the other strategic player).
- In particular, in the experiments, it doesn't come as a complete surprise that the opponent can be outperformed w.r.t. the multi-agent payoff proposed by the authors, because the opponent simply doesn't aim at maximizing it (e.g. in the experiments he maximizes classical SE and AE).
- Related to this, in the experiments it would be interesting to see the comparison of the classical squared/absolute error on the test set as well (since this is what LSE claims to optimize).
- I agree that ""prediction is not done in isolation"", but I don't see the ""main"" contribution of showing that the ""task of prediction may have strategic aspects"" yet. REMARKS:
What's ""true"" payoff in Table 1? I would have expected to see the test set payoff in that column. Or is it the population (complete sample) empirical payoff?
Have you looked into the work by Vapnik about teaching a learner with side information? This looks a bit similar as having your discrapency p alongside x,y.","['1', '1', '1']",1.0,gold,4,"['3', '5', '2']",,,"['3', '2', '5']",,,"['2', '2', '2']",2.0,gold,"['1', '1', '1']",1.0,gold,"['1', '0', '0']",0.0,silver,3,"the comment points out a potential flaw in the theoretical setting of the paper, specifically that the strategic nature of the setting is only partially realized as the opponent does not act strategically. however, the feedback lacks specific suggestions on how to address this issue or how the setting could be improved to achieve the claimed 'strategic predictions.' this leaves the authors with some insight but without detailed guidance on how to make the necessary improvements."
"3) The description of HIERENC is unclear. From what I understand, each input (h_i) to the temporal network is the average of the representations of all instantiations of context filled by every possible entity in the vocabulary. This does not seem to be a good idea since presumably only one of those instantiations is correct. This would most likely introduce a lot of noise.",ACL_2017_588_review,ACL_2017,"and the evaluation leaves some questions unanswered. - Strengths: The proposed task requires encoding external knowledge, and the associated dataset may serve as a good benchmark for evaluating hybrid NLU systems.
- Weaknesses: 1) All the models evaluated, except the best performing model (HIERENC), do not have access to contextual information beyond a sentence. This does not seem sufficient to predict a missing entity. It is unclear whether any attempts at coreference and anaphora resolution have been made. It would generally help to see how well humans perform at the same task.
2) The choice of predictors used in all models is unusual. It is unclear why similarity between context embedding and the definition of the entity is a good indicator of the goodness of the entity as a filler.
3) The description of HIERENC is unclear. From what I understand, each input (h_i) to the temporal network is the average of the representations of all instantiations of context filled by every possible entity in the vocabulary.
This does not seem to be a good idea since presumably only one of those instantiations is correct. This would most likely introduce a lot of noise.
4) The results are not very informative. Given that this is a rare entity prediction problem, it would help to look at type-level accuracies, and analyze how the accuracies of the proposed models vary with frequencies of entities.
- Questions to the authors: 1) An important assumption being made is that d_e are good replacements for entity embeddings. Was this assumption tested?
2) Have you tried building a classifier that just takes h_i^e as inputs?
I have read the authors' responses. I still think the task+dataset could benefit from human evaluation. This task can potentially be a good benchmark for NLU systems, if we know how difficult the task is. The results presented in the paper are not indicative of this due to the reasons stated above. Hence, I am not changing my scores.","['1', '5', '1', '2', '5', '3', '3', '2']",1.0,silver,2,"['4', '5', '4', '5', '1', '5', '5', '4']",5.0,gold,"['2', '5', '2', 'X', 'X', '5', '5', '5']",5,gold,"['2', '5', '2', '3', '3', '5', '5', '3']",5.0,gold,"['1', '1', '1', '1', '1', '1', '1', '1']",1.0,gold,"['0', '0', '0', '0', '0', '0', '0']",0.0,gold,4,"the review point identifies a specific weakness in the description of hierenc, providing a clear explanation of the issue—the potential introduction of noise by averaging representations of all possible entities. this feedback is actionable as it highlights a crucial area for clarification and improvement. however, it could be considered more helpful if it offered specific suggestions on how the authors might better approach or reevaluate their methodology to address the identified problem."
3)Since the cluster structure is defined by the identity. How does the number of images impact the model performance? Do more training images make the performance worse or better ? BYOL in the abstract should be explained for its first appearance.,NIPS_2021_953,NIPS_2021,"Although the paper gives detailed theoretical proof, the experiments are somewhat weak. I still have some concerns: 1）The most related works SwaV and Barlow Twins outperform the proposed method in some experimental results, as shown in Table 1,2,5. What are the main advantages of this method compared with SwaV and Barlow Twins? 2) HSIC(Z, Y) can be seen as a distance metric in the kernel space, where the cluster structure is defined by the identity. Although this paper maps identity labels into the kernel space, the information of one-hot label is somewhat limited compared with views embeddings in Barlow Twins. 3)Since the cluster structure is defined by the identity. How does the number of images impact the model performance? Do more training images make the performance worse or better ?
BYOL in the abstract should be explained for its first appearance.","['4', '5', '5']",5.0,silver,4,"['5', '5', '3']",5.0,silver,"['4', 'X', 'X']",X,silver,"['4', '5', '4']",4.0,silver,"['1', '1', '1']",1.0,gold,"['0', '0', '1']",0.0,silver,4,"the comment addresses two specific areas that need clarification in the draft. the first part raises a question about the relationship between the number of images and model performance, prompting the authors to explore this potential variable's impact. this is a valuable remark as it encourages further explanation or experimentation. the second part requests an explanation of 'byol' in the abstract, ensuring clarity for readers unfamiliar with the term. both points guide the authors toward making improvements, however, the comment could be expanded to suggest how this exploration should be conducted or what specific elements of the performance should be considered. therefore, it falls short of a perfect score, as additional detail or suggestions would increase its helpfulness."
"- I found the notation / the explicit split between ""static"" and temporal features into two variables confusing, at least initially. In my view this requires more information than is provided in the paper (what is S and Xt).",NIPS_2019_494,NIPS_2019,"of the approach, it may be interesting to do that. Clarity: The paper is well written but clarity could be improved in several cases: - I found the notation / the explicit split between ""static"" and temporal features into two variables confusing, at least initially. In my view this requires more information than is provided in the paper (what is S and Xt). - even with the pseudocode given in the supplementary material I don't get the feeling the paper is written to be reproduced. It is written to provide an intuitive understanding of the work, but to actually reproduce it, more details are required that are neither provided in the paper nor in the supplementary material. This includes, for example, details about the RNN implementation (like number of units etc), and many other technical details. - the paper is presented well, e.g., quality of graphs is good (though labels on the graphs in Fig 3 could be slightly bigger) Significance: - from just the paper: the results would be more interesting (and significant) if there was a way to reproduce the work more easily. At present I cannot see this work easily taken up by many other researchers mainly due to lack of detail in the description. The work is interesting, and I like the idea, but with a relatively high-level description of it in the paper it would need a little more than the peudocode in the materials to convince me using it (but see next). - In the supplementary material it is stated the source code will be made available, and in combination with paper and information in the supplementary material, the level of detail may be just right (but it's hard to say without seeing the code). Given the promising results, I can imagine this approach being useful at least for more research in a similar direction.","['5', '3', '4', '1']",,,3,"['5', '5', '5', '5']",5.0,gold,"['4', 'X', 'X', '2']",X,silver,"['4', '5', '4', '3']",4.0,silver,"['1', '1', '1', '1']",1.0,gold,"['0', '0', '0', '0']",0.0,gold,4,"the comment is mostly helpful because it clearly identifies a specific confusion regarding the notation and the distinction between 'static' and temporal features. the reviewer suggests that the paper lacks information on this topic, which is an actionable piece of feedback. however, while the comment indicates where additional clarification is needed, it could be more helpful if it included suggestions on how the authors might address this confusion or provide examples of possible clarifications. therefore, it earns a score of 4, as it effectively points to an area for improvement but could be more comprehensive in guiding the authors."
"1: ""The uncertainty is defined based on the posterior distribution."" For more clarity it could be helpful to update this to say that the epistemic model uncertainty is represented in the prior distribution, and upon observing data, those beliefs can be updated in the form of a posterior distribution, which yields model uncertainty conditioned on observed data. p.",ICLR_2021_2047,ICLR_2021,"As noted below, I have concerns around the experimental results. More specifically, I feel that there is a relative lack of discussion around the (somewhat surprising) outperformance of baselines that VPBNN is aiming to approximate, and I feel that the experiments are missing what I see as key VPBNN results that otherwise leave the reader with questions. Additionally, I think the current paper would benefit from including measurements and discussion around the specifics of computational and memory costs of their method. Recommendation
In general, I think this could be a great paper. However, given the above concerns, I'm currently inclined to suggest rejection of the paper in its current state. I would highly recommend that authors push further on the noted areas!
Additional comments
p. 1: ""The uncertainty is defined based on the posterior distribution."" For more clarity it could be helpful to update this to say that the epistemic model uncertainty is represented in the prior distribution, and upon observing data, those beliefs can be updated in the form of a posterior distribution, which yields model uncertainty conditioned on observed data.
p. 2: ""The MC dropout requires a number of repeated feed-forward calculations with randomly sampled weight parameters in order to obtain the predictive distribution."" This should be updated to indicate that in MC dropout, dropout is used (in an otherwise deterministic model) at test time with ""a number of repeated feed-forward calculations"" to effectively sample from the approximate posterior, but not directly via different weight samples (as in a variational BNN). With variational dropout, this ends up having a nice interpretation as a variational Bayes method, though no weight distributions are typically directly used with direct MC dropout.
p. 2: Lakshminarayanan et al. (2017) presented random seed ensembles, not bootstrap ensembles (see p. 4 of their work for more info). They used the full dataset, and trained M ensemble members with different random seeds, rather than resampled data.
p. 4: For variance propagation in a dropout layer with stochastic input, it's not exactly clear from the text how variance from the inputs and dropout is being combined into an output Gaussian. I believe using a Gaussian is an approximation, and while that would be fine, I think it would be informative to indicate that. The same issue comes up with local reparameterization for BNNs with parameter distributions, where they can be reparameterized exactly as output distributions (for, say, mean-field Gaussian weight dists) so long as the inputs are deterministic. Otherwise, the product of, say, two Gaussian RVs is non-Gaussian.
p. 7: Figure 1 is too small.
p. 7: ""Estimation of ρ is possible by observing the outputs of middle layers several times under the approximate predictive distribution. The additional computation cost is still kept quite small compared to MC dropout."" How exactly is ρ
estimated? Is it a one-time cost irregardless of data that can then be used for all predictions from the trained model? Without details, this seems like a key component that can yield arbitrary amounts of uncertainty.
p. 7, 8: For the language modeling experiment, why do you think VPBNN was able to achieve lower perplexity values than MC dropout? The text generally focuses on VPBNN as an approximation to MC dropout, and yet it outperforms it. The text would greatly benefit from more discussion around this point.
p. 8: For the OOD detection experiment, I'm surprised that ρ = 0
was the only VPBNN model used, since Section 5.1 and Figure 1 indicated that it led to overconfident models. Can you include results with other settings of ρ
? Moreover, from Figure 1 we see that (for that model) VPBNN with ρ = 0
qualitatively yielded the same amount of predictive variance as the Taylor approximation. However, in Table 2, we see VPBNN with ρ = 0
outperform MC dropout (with 100 or 2000 samples) and the Taylor approximation. Why do you think this is the case, particularly if the standard deviation was used as the uncertainty signal for the OOD decision. I see that ""This is because the approximation accuracy of the Taylor approximation is not necessarily high as shown in Section B"", but I did not find Section B or Figure 3 to be clear. I think the text would benefit from more discussion here, and from the additional experiments for ρ .
Can you include a discussion and measurements for FLOPS and memory usage for VPBNN? Specifically, given the discussion around efficiency and the implementation that doubles the dimensionality of the intermediates throughout the model, I believe it would be informative to have theoretical and possibly runtime measurements. Minor
p. 1: s/using the dropout/using dropout/
p. 1: s/of the language modeling/of language modeling/
p. 2: s/is the representative of/is representative of/
p. 2: s/In the deep learning/In deep learning/
p. 2: s/This relations/This relation/
p. 5: Need to define s
as the sigmoid function in the LSTM cell equations.","['5', '5', '5']",5.0,gold,4,"['5', '5', '5']",5.0,gold,"['2', 'X', '4']",,,"['4', '5', '2']",,,"['1', '1', '1']",1.0,gold,"['0', '0', '0']",0.0,gold,5,"the review point is highly helpful as it provides a clear and detailed explanation that guides the authors to enhance the clarity of their description regarding uncertainty in their model. by suggesting a specific way to articulate the concept of model uncertainty and its representation in prior and posterior distributions, the comment empowers the authors to significantly improve their draft's clarity and precision. the actionable guidance makes it easy for the authors to implement the suggested improvement."
"1) Is it necessary to treat concept map extraction as a separate task? On the one hand, many generic summarization systems build a similar knowledge graph and then generate summaries accordingly. On the other hand, with the increase of the node number, the concept map becomes growing hard to distinguish. Thus, the general summaries should be more readable.",ACL_2017_331_review,ACL_2017,"The document-independent crowdsourcing annotation is unreliable. - General Discussion: This work creates a new benchmark corpus for concept-map-based MDS. It is well organized and written clearly. The supplement materials are sufficient. I have two questions here.
1) Is it necessary to treat concept map extraction as a separate task?
On the one hand, many generic summarization systems build a similar knowledge graph and then generate summaries accordingly. On the other hand, with the increase of the node number, the concept map becomes growing hard to distinguish. Thus, the general summaries should be more readable.
2) How can you determine the importance of a concept independent of the documents? The definition of summarization is to reserve the main concepts of documents. Therefore, the importance of a concept highly depends on the documents. For example, in the given topic of coal mining accidents, assume there are two concepts: A) an instance of coal mining accidents and B) a cause of coal mining accidents. Then, if the document describes a series of coal mining accidents, A is more important than B. In comparison, if the document explores why coal mining accidents happen, B is more significant than A. Therefore, just given the topic and two concepts A&B, it is impossible to judge their relative importance.
I appreciate the great effort spent by authors to build this dataset. However, this dataset is more like a knowledge graph based on common sense rather than summary.","['1', '2', '2', '1', '3', '1', '1', '3']",1.0,gold,2,"['1', '5', '4', '2', '4', '2', '4', '2']",4.0,gold,"['X', '5', '3', '4', '3', '3', '5', '4']",3,gold,"['1', '3', '4', '3', '2', '3', '4', '2']",3.0,gold,"['1', '1', '1', '1', '1', '1', '1', '1']",1.0,gold,"['0', '1', '0', '0', '0', '0', '0']",0.0,gold,3,"the comment questions the necessity of treating concept map extraction as a separate task and compares it to generic summarization systems, suggesting that general summaries might offer more readability as the complexity of concept maps increases. however, it lacks clear guidance or actionable feedback for the authors. while it initiates a valid discussion point and provides some insight, it does not fully address how the authors can improve their draft or explore alternative approaches in detail."
2. The hyper-parameters $b$ (bit-width) and $\alpha$ (stability factor) may introduce significant computational overhead in the pursuit of determining the optimal trade-off between model size and accuracy.,of2rhALq8l,ICLR_2024,"1. A significant weakness of this paper is the lack of clarity in explaining the implementation of the core concept, which involves the use of strictly diagonal matrices and the proposed Gradual Mask (GM). Figure 2 suggests that the GM matrix is element-wise multiplied by the matrix A, but the description implies a different interpretation, where it functions as a learning rate for each element in A. This discrepancy needs further clarification to provide a complete understanding of the method.
2. The hyper-parameters $b$ (bit-width) and $\alpha$ (stability factor) may introduce significant computational overhead in the pursuit of determining the optimal trade-off between model size and accuracy.","['2', '2', '1']",2.0,silver,4,"['3', '5', '3']",3.0,silver,"['3', '3', '2']",3,silver,"['2', '3', '2']",2.0,silver,"['1', '1', '1']",1.0,gold,"['0', '0', '0']",0.0,gold,3,"the comment points out a potential issue regarding the hyper-parameters $b$ and $\alpha$, specifically in relation to computational overhead when optimizing the trade-off between model size and accuracy. however, it lacks depth and actionable suggestions that could guide the authors in addressing this problem. while it identifies a possible concern, additional details on how to mitigate this overhead or ways to analyze and balance these parameters would make it more helpful. as it stands, the comment is informative but not comprehensive enough to fully guide improvement."
