paper_id,venue,focused_review,point,human_discard,id
NIPS_2021_396,NIPS_2021,"Major points:
1- Confusing description: Authors claim to learn ""inter-relationship among clips"" (line 12) and state that other methods ""consider each clip-text pair separately"" (line 36), ""each clip-text pair is independently encoded"" (line 107). This sounds to me like they would combine several clip-text data points in some way and integrate knowledge between data points. However, the method samples multiple combinations of frames for the same data point, therefore I find these main claims confusing. E.g. ClipBERT simply states in its abstract that ""a single or a few sparsely sampled short clips from a video are used at each training step"" which I find to be a much more fitting description.
2- Effect of pre-training: Authors load pre-trained weights from ClipBERT and then pre-train again on TGIF-QA dataset. They claim that this has advantages (line 335), however, there is no ablation to support this claim: It would be helpful to see the results on MSRVTT-QA and MSVD-QA without pre-training on TGIF-QA dataset.
3- No comparisons to ClipBERT:
ClipBERT results are missing from Table 5 (Performance on TGIF-QA), while they are added in Table 3 (Performance on MSRVTT-QA and MSVD-QA) and no reason is given on why these results are missing. This is important as ClipBERT reports better performance on TGIF-QA than the paper and has a very similar setup (same model, no more than 1 clip during testing, see ClipBERT paper table 8 second-last row.)
The ablations in Table 1 should be additionally done either on TGIF-QA or on MSRVTT-QA and compared to the ClipBERT result described above.
4- Hyper-parameters: Authors use dataset-specific hyperparameters tuning (line 276) which could be another reason for some of the improvements over the ClipBERT method. What was the hyper-parameter tuning approach?
5- Table 1: This table reports the ablation study on the effect of SKG and SKR components. However, there is no result with SKG alone. Also, the authors don't report the mean and std of multiple experiments. Would be great if the authors report mean/std and also results with only SKG.
Given the above concerns, it seems that the main improvement in this paper comes from taking ClipBERT and pretraining it on TGIF-QA before applying it to other datasets. This is contradicting to the story which reasons that the improvements are due to the proposed new modules.
Minor points:
1- Motivation is missing as to why the method is evaluated exclusively on VideoQA and not on other tasks like e.g. Video Classification.
2- There are no details on pre-training and fine-tuning time complexity.
3- Architecture details are missing: ""multimodal transformer is applied to produce the clip-text feature"" (line 133). I would assume the output is a single feature vector obtained from the CLS token, however, this should be specified directly. Otherwise, it would be very hard to reproduce the paper.
Typos: The paper is difficult to follow. The structure of the paper needs to be improved and also there are lots of typos and grammar errors:
78 ""Not"" should be ""Note""
-Figure 3 sentence 1 ""to be extracted"" sentence is missing a proper verb.
129 ""all clips number"" is not a proper term, should be ""number of all clips"".
129: ""Each clip ... is uniformly sampled ... frames"" should be rephrased to ""frames are sampled per clip"" or similar.
136 ""dimension"" should be ""dimensions""
144 ""including"" is confusing here. Does this mean: siamese clips have semantics that are similar ""to"" the anchor clip?
153: ""predictions on their predicted class probabilities"": Duplicate ""predict"" is incorrect
225, 278: ""excavate"" means physically digging (e.g. with a shovel), would be better to replace it with ""use"" here.
364 ""Boarder"" should be ""Broader""
375 ""look"" should be ""looking""","129 ""all clips number"" is not a proper term, should be ""number of all clips"". 129: ""Each clip ... is uniformly sampled ... frames"" should be rephrased to ""frames are sampled per clip"" or similar.",1,1078
NIPS_2021_311,NIPS_2021,"- The paper leaves some natural questions open (see questions below). - Line 170 mentions that the corpus residual can be used to detect an unsuitable corpus, but there are no experiments to support this.
After authors' response All the weakness points have been addressed by the authors' response. Consequently I have raised my score. In particular:
The left open questions have all been answered.
There indeed is an experiment to support this, thanks to the authors' for clarifying this, that connection was not clear to me previously.
Questions - Line 60: Why do you say that e.g. influence functions cannot be used to explain a prediction? The explanation of a prediction could be the training examples whose removal (as determined by the influence function) would lead to the largest score drop for a prediction. - How does the method scale as the corpus size or hidden dimension size is increased? - What happens if a too small corpus is chosen? Can this be detected? - What if we don’t know that a test example is crucially different, e.g. what if we don’t know that the patient of Figure 8 is “British” and we use the American corpus to explain it? Can this be detected with the corpus residual value? - In the supplementary material you mention how it is possible to check if a decomposition is unique. Do you do this in practice when conducting experiments? How do you choose a decomposition if it is not unique? What does it imply for the experiments (and the usage of the method in real-world applications) if the decomposition is not unique?
Typos, representation etc. - Line 50: An example of when a prototype model would be unsuitable would strengthen your argument. - Footnote 2: “or” -> “of” - Line 191: when the baseline is first introduced, [10] or other references would be helpful to support this approach - Line 319: “the the” -> “the” - Line 380: “at” -> “to”?
A broader impact section could be added. In a separate section (e.g. supplementary material), there could be an explicit discussion on when the method should not be used, e.g. as shown in Figure 8, the American corpus shouldn’t be used to explain the British patient. Also see last question above – what if we don’t know that the patient is British? Can this be detected? This should also be discussed in such a section.",- What happens if a too small corpus is chosen? Can this be detected?,1,1079
NIPS_2021_159,NIPS_2021,"Weakness/questions:
PLUR covers diverse tasks, but there are some common tasks not included (e.g. code completion, C code repair like DeepFix). Is it because they do not fit the PLUG framework? It'd be great to discuss a bit more 1) what kinds of tasks are not included or do not fit in the current framework, and 2) if there is a prospect to cover more tasks by extending the PLUG framework.
Were there any technical challenges that needed to be addressed when developing the unified framework? If there were, it might be worthwhile to mention these insights in the paper, as they may help future work to build on the proposed framework. Typos/grammar:
L373: ""one risk is that""
The authors discuss limitations and broader impact of their work in L373-379.","1) what kinds of tasks are not included or do not fit in the current framework, and",1,1081
NIPS_2021_1994,NIPS_2021,"Future directions pointed out by the authors include 1) analyze the effect of fine-tuning to bring down the approximation error terms; and 2) study other possible conditions under which pretext tasks are helpful for downstream learning, since CI is sufficient but likely not necessary.
Societal impact is not applicable since this work is theoretical.",1) analyze the effect of fine-tuning to bring down the approximation error terms; and,1,1085
NIPS_2021_2445,NIPS_2021,"and strengths in their analysis with sufficient experimental detail, it is admirable, but they could provide more intuition why other methods do better than theirs.
The claims could be better supported. Some examples and questions(if I did not miss out anything)
Why using normalization is a problem for a network or a task (it can be thought as a part of cosine distance)? How would Barlow Twins perform if their invariance term is replaced with a euclidean distance?
Your method still uses 2048 as the batch size, I would not consider it as small. For example, Simclr uses examples in the same batch and its batch size changes between 256-8192. Most of the methods you mentioned need even much lower batch size.
You mentioned not sharing weights as an advantage, but you have shared weights in your results, except Table 4 in which the results degraded as you mentioned. What stops the other methods from using different weights? It should be possible even though they have covariance term between the embeddings, how much their performance would be affected compared with yours?
My intuition is that a proper design might be sufficient rather than separating variance terms.
- Do you have a demonstration or result related to your model collapsing less than other methods? In line 159, you mentioned gradients become 0 and collapse; it was a good point, is it commonly encountered, did you observe it in your experiments?
- I am also not convinced to the idea that the images and their augmentations need to be treated separately, they can be interchangeable.
- Variances of the results could be included to show the stability of the algorithms since it was another claim in the paper(although ""collapsing"" shows it partly, it is a biased criteria since the other methods are not designed for var/cov terms).
- How hard is it to balance these 3 terms?
- When someone thinks about gathering two batches from two networks and calculate the global batch covariance in this way; it includes both your terms and Barlow Twins terms. Can anything be said based on this observation, about which one is better and why? Significance:
Currently, the paper needs more solid intuition or analysis or better results to make an impact in my opinion. The changes compared with the prior work are minimal. Most of the ideas and problems in the paper are important, but they are already known.
The comparisons with the previous work is valuable to the field, they could maybe extend their experiments to the more of the mentioned methods or other variants.
The authors did a great job in presenting their work's limitations, their results in general not being better than the previous works and their extensive analysis(tables). If they did a better job in explaining the reasons/intuitions in a more solid way, or include some theory if there is any, I would be inclined to give an accept.",- How hard is it to balance these 3 terms?,1,1090
NIPS_2021_1637,NIPS_2021,"There is little insight into when the proposed method may break or may not work as well as other competing methods. How does the efficacy of the proposed method vary with the size of the validation dataset? When would the single-step approximation be assumed in eq. (9). Is there any relevant form of data augmentation that may be hard to parametrize in a differentiable way? If so and if such transformations were to be critical for some applications, then wouldn't the competing approaches based on discrete optimization be more preferable?
It is unclear what the benefits of the Bayesian approach are. For example, one could set the noise term η = 0
in eq.(13) and I suspect that the method may still work reasonably well (not shown in the manuscript). The noise injection may potentially improve the diversity of sampled augmentations, but I feel this should be shown to substantiate the benefits of the Bayesian approach.
Minor comments
line 103: ""differential"" => ""differentiable""
line 124: ""we pick k<< n for simplicity"" -> what do we lose from this assumption?
line 182: ""pseudo one-step update"" -> why pseudo?
line 204: ""second-order derivative … computed more efficiently"" => efficient in time or space?
line 232: no space after '.'
line 255: ""Tab. 3 and Tab. 2"" => Tab. 2 and Tab. 3
The main limitations in my view are the lack of insights into the limitations of the proposed approach as elaborated above. NA for societal impact.","3 and Tab. 2"" => Tab. 2 and Tab. 3 The main limitations in my view are the lack of insights into the limitations of the proposed approach as elaborated above. NA for societal impact.",1,1095
NIPS_2021_311,NIPS_2021,"- The paper leaves some natural questions open (see questions below). - Line 170 mentions that the corpus residual can be used to detect an unsuitable corpus, but there are no experiments to support this.
After authors' response All the weakness points have been addressed by the authors' response. Consequently I have raised my score. In particular:
The left open questions have all been answered.
There indeed is an experiment to support this, thanks to the authors' for clarifying this, that connection was not clear to me previously.
Questions - Line 60: Why do you say that e.g. influence functions cannot be used to explain a prediction? The explanation of a prediction could be the training examples whose removal (as determined by the influence function) would lead to the largest score drop for a prediction. - How does the method scale as the corpus size or hidden dimension size is increased? - What happens if a too small corpus is chosen? Can this be detected? - What if we don’t know that a test example is crucially different, e.g. what if we don’t know that the patient of Figure 8 is “British” and we use the American corpus to explain it? Can this be detected with the corpus residual value? - In the supplementary material you mention how it is possible to check if a decomposition is unique. Do you do this in practice when conducting experiments? How do you choose a decomposition if it is not unique? What does it imply for the experiments (and the usage of the method in real-world applications) if the decomposition is not unique?
Typos, representation etc. - Line 50: An example of when a prototype model would be unsuitable would strengthen your argument. - Footnote 2: “or” -> “of” - Line 191: when the baseline is first introduced, [10] or other references would be helpful to support this approach - Line 319: “the the” -> “the” - Line 380: “at” -> “to”?
A broader impact section could be added. In a separate section (e.g. supplementary material), there could be an explicit discussion on when the method should not be used, e.g. as shown in Figure 8, the American corpus shouldn’t be used to explain the British patient. Also see last question above – what if we don’t know that the patient is British? Can this be detected? This should also be discussed in such a section.",- The paper leaves some natural questions open (see questions below).,1,1096
NIPS_2021_1251,NIPS_2021,"- Typically, expected performance under observation noise is used for evaluation because the decision-maker is interested in the true objective function and the noise is assumed to be noise (misleading, not representative). In the formulation in this paper, the decision maker does care about the noise; rather the objective function of interest is the stochastic noisy function. It would be good to make this distinction clearer upfront. - The RF experiment is not super compelling. It is not nearly as interesting as the FEL problem, and the risk aversion does not make a significant difference in average performance. Overall the empirical evaluation is fairly limited. - It is unclear why the mean-variance model is the best metric to use for evaluating performance - Why not also evaluate performance in terms of the VaR or CVaR? - The MV objective is nice for the proposed UCB-style algorithm and theoretical work, but for evaluation VaR and CVaR also are important considerations
Writing: - Very high quality and easy to follow writing - Grammar: - L164: “that that” - Figure 5 caption: “Simple regret fat the reprted”
Questions: - Figure 2: “RAHBO not only leads to strong results in terms of MV, but also in terms of mean objective”? Why is it better than GP-UCB on this metric? Is this an artifact of the specific toy problem?
Limitations are discussed and potential future directions are interesting. “We are not aware of any societal impacts of our work” – this (as with an optimization algorithm) could be used for nefarious endeavors and could be discussed.",- L164: “that that” - Figure 5 caption: “Simple regret fat the reprted” Questions:,1,1097
NIPS_2021_998,NIPS_2021,"• Unprofessional writing. - Most starkly, “policies” is misspelled in the title. • At times, information is not given in an easy-to-understand way. - E.G. lines 147 - 152, 284 - 289. • Captions of figures do not help elucidate what is going on in the figure. This problem is mitigated by the quality of the figures, but it still makes it much harder to understand the pipeline of LCP and its components. More emphasis on that pipeline would help with the understanding. • 100 nodes seem like a small maximum test size for TSP problems (though this is an educated guess). Many real-world problems have thousands or tens of thousands of nodes. • Increase in optimality is either not very significant, or not presented to highlight its significance. It would be better to put the improvement into perspective. • Blank spaces in table 1 are unclear. Opportunities:
• It would be good to describe why certain choices were made. For example, why is the REINFORCE algorithm used for training versus something like PPO? I presume it has to do with the attention model paper this one iterates on, but clarification would be good.
• More real-world uses of the algorithm could be included to better understand the societal impact, including details on how LCP could be integrated well.
The paper lacks a high degree of polish and professionalism, but its formatting (e.g. bolded inline subsubsections) and figures are its saving grace. The tables are also well structured, if a bit cluttered --- values are small and bolding is indistinct. This paper does a good job of giving this information and promises open source-code on publication.
Overall, the paper and its presentation have several problems, but the idea seems elegant and useful.
Yes. The authors have adequately addressed the limitations and potential negative societal impact of their work","• At times, information is not given in an easy-to-understand way.",1,1099
NIPS_2022_1094,NIPS_2022,"As far as I understood, Theorems 2.1&3.1&3.2 establish generalization bounds (in Definition 3, when defining oracles, samples z
are derived from the distribution D
). Meanwhile, experiments depict the train losses only.
Theorem 2.1. requires τ ≤ L
, although the question regarding how often this condition is satisfied is not discussed. The only guaranteed inequality is τ ≤ 2 L
. The paper says that τ
can be much smaller but, for example, in the case of convex functions (what is a subclass of non-convex functions) τ ≥ M − 1 M L . Typos/suggestions:
line 59: usually, the optimization problem is E | ∇ F ( x ) | 2 ≤ ε 2 ;
page 4: I would suggest adding the definition of class F ( Δ , L )
in the environment of “definition” in the text so that the reader does not search for it in the text;
Definition 3 presumable contains two typos: on line 73, x
is not defined; on line 74 sup x , y
is redundant (otherwise, the last sentence does not make sense);
line 100: in O F m 2 , l , σ 2 l
must be capital
Algorithm 1, line 3: what is b 0
? (defined only later, in Theorem 3.1)
Algorithm 1, line 12: x t ⟶ x r
Algorithm 1: I would suggest leaving a tilde out over m ~ r
; the tilde makes the full of different notations (e.g. line 14) algorithm even more complicated;
Theorem 3.1: b 0
is an integer, rounding in the theorem is absent;
Theorem 3.1: 1 / L
is always larger 1 / K L
The second weakness ("" τ
is much smaller than L
"") can be considered a limitation.","1 / L is always larger 1 / K L The second weakness ("" τ is much smaller than L "") can be considered a limitation.",1,1106
NIPS_2022_1572,NIPS_2022,"• There should be a clearer explanation of the distinction between ChebBase and ChebNet.
• It would be interesting to showcase some of the filters that ChebNetII has learned. What distinguishes them from the ones learned by BernNet?
Minor points:
• The best results should also be highlighted in Table 3.",• The best results should also be highlighted in Table 3.,1,1107
NIPS_2022_2510,NIPS_2022,"weakness
The main assumption behind the development of the theory is the fact that Lipchitz neural networks are ""often perceived as not expressive"", which I do not remember ever reading in the literature. Most of the paper seems fuzzy: it goes from BCE to robustness certification to a (trivial) convergence proposition (prop 4) to consideration about float32/64 (ex 1)... it is just too much. There are no transitions and at no moment the reader understands what is the point.
One of the biggest problem is the writing style that makes the paper hard and annoying (sorry...) to read. For example among many other problems:
- sentences must contain a verb and end with a '.'(even when it ends with a formula);
- theorem should be self contained, exterior references should remain exceptional;
- organize the equations in order to be easily readable;
- separate definitions and remarks (e.g. def 1 & 2 contains definitions and remarks);
- separate propositions and definitions (e.g. corollary 1 contains a definition and a proposition);
- the proofs rely on many technical tools such as Lebesgue measure but the pre-requisite (Borel space etc) are never explicitely given.
Most of the proofs in the appendix should be re-written. More personal but I think the footnotes in the paper could be avoided. The paper is full of references and it costs the readability of the arguments. The reader gets overwhelmed very quickly for the wrong reasons. References
most reference are incomplete (many article are reference as arxiv instead than the published and peer-reviewed version) Others
l94: one needs additional hypothesis on AllNet to claim that they have finite Lipschitz constant (Lipschitz activation would do).
l216: the reference to cor 1 seems dubious: it is a definition of \epsilon separation rather than about bias.",- organize the equations in order to be easily readable;,1,1115
NIPS_2022_96,NIPS_2022,"]
Instruction they construct may have somewhat unrealistic assumptions: 1) all attributes are known to be user before searching, 2) preferences are defined before searching the items, and 3) even those conditions are not changed during browsing the web shop.
Including ablation study on the effect of using image feature would be needed.","1) all attributes are known to be user before searching,",1,1122
NIPS_2022_2123,NIPS_2022,"weakness of current theories on D-SGD and provided an improved explanation on its convergence. Now, their theory can explain the convergence when the spectral gap is zero and also better align with empirical performance of neural networks trained with D-SGD.
The paper introduced an interesting random walk model on a graph as a proxy for the training dynamics of D-SGD. Based on this, they define a novel concept of n W
, which is a key in their analysis.
The paper performed exhaustive experiments on various types of graph (including time-varying topology) to confirm the theory. Weaknesses
I believe the writing of the paper can be much improved. There were notations (e.g. ζ , P ¯
) that are used before defined, so I had to go between the main text and appendix back and forth.
In line 149, the paper is giving the rate in terms of n W
, which is not yet defined. I think it is logically better to move the result after Section 3.2 (after n W
is defined).
There were many typos and some of them slowed down my reading significantly. Typos
line 193, page 6: ζ = d + 2
instead of ζ = d + 1
displayed equation below line 471, page 17: γ k − 1 2
instead of γ k 2
(think about z ( 1 ) )
displayed equation below line 473, page 17: γ k − 1
instead of γ k
(same reason)
line 476, page 17: assumptions of ""Lemma"" 2
proof of Lemma 4, page 18: Missing subscript of b ( t )
. Result is correct, but the proof has a wrong scaling. The second line leads to γ ( 1 − r ) b n i + j ( t ) + ( 1 − r ) t
-- should be fixed.
line 501, page 18: the inequality is in the wrong direction. Should be b ( t + 1 ) ≥ . . . .
line 521, page 19: ∇ h ( x )
Figure 13, page 27: the figure and caption say different γ","... line 521, page 19: ∇ h ( x ) Figure 13, page 27: the figure and caption say different γ",1,1129
NIPS_2022_778,NIPS_2022,"While the manuscript claims that MiniRTS is harder than following natural language instructions in some grid world navigation environments (e.g., [1]). For starters, the problem of training from natural language seems harder for two reasons. First, understanding natural language instructions seems a harder problem than the command setup proposed in the paper. Furthermore, the problem that this previous navigation work analyzes is usually under sparse rewards (success/fail) while in the setting proposed in the paper there are dense demonstrations that may alleviate the complexity of the task.
In terms of novelty, constraining RL with demonstrations as has been extensively studied in the literature [2,3] and the architectural challenges for solving the language-grounded task were introduced in MiniRTS [4].
[1] Chevalier-Boisvert et al. BabyAI: A Platform to Study the Sample Efficiency of Grounded Language Learning. 2018 [2] Yang et al. Accelerating Safe Reinforcement Learning with Constraint-mismatched Policies. 2020 [3] Goecks et al. Integrating Behavior Cloning and Reinforcement Learning for Improved Performance in Dense and Sparse Reward Environments [4] Hu et al. Hierarchical Decision Making by Generating and Following Natural Language Instructions
The author address some limitations of their work and the setting discussed in the paper is interesting from its potential societal impact of having RL agent that trade-off following human commands with the optimality of the actions it executes.",2020 [3] Goecks et al. Integrating Behavior Cloning and Reinforcement Learning for Improved Performance in Dense and Sparse Reward Environments [4] Hu et al. Hierarchical Decision Making by Generating and Following Natural Language Instructions The author address some limitations of their work and the setting discussed in the paper is interesting from its potential societal impact of having RL agent that trade-off following human commands with the optimality of the actions it executes.,1,1140
NIPS_2022_1016,NIPS_2022,"Unlike Nystrom and random Fourier features method, the proposed method doesn't have theoretical guarantees for the quality of the approximation.
The paper is unlikely to be interesting outside of the neuroscience community, as random Fourier features (along with some improved methods) work well/fast/with guarantees for kernel approximation. Summary
I think it's an interesting paper with some room for improvement; 7 (accept).
The authors adequately addressed the limitations and potential negative societal impact.",7 (accept). The authors adequately addressed the limitations and potential negative societal impact.,1,1144
NIPS_2022_17,NIPS_2022,"Consider demonstrating with a simple example what your results imply in terms of the number of problems you need to solve for some real data set. Also show via some simple experiment that standard approaches (such as 10-fold CV) can fail (as you claim they do) and that your method solves this problem.
Move section 4 to the appendix since ordinary lasso classification is not a standard or useful model.
State clearly what your contributions are in relation to previous work such as [1, 2, 3, 4] and cite their work where appropriate. In particular there seems to be overlap with [1] that isn't accounted for in the work.
Consider amending the literature section in the paper by including some or all of [1, 2, 3], and [4] regarding homotopy methods for the lasso.
Include at the very least [5] in your literature section on hyper-parameter tuning for the lasso.
It is not standard to call the Elastic Net (or elastic net) ElasticNet. Consider adding a space.
l. 58. There should be a period at the end of the sentence.
l. 77. w.h.p. is not a standard abbreviation. Consider spelling it out.
l. 208. There should be a period at the end of the equation.
l. 271. There should be a period after ϵ .
l. 386. There is an extra space after ""values"".
[2] P. Garrigues and L. Ghaoui, “An homotopy algorithm for the lasso with online observations,” in Advances in neural information processing systems 21, Vancouver, Canada, Dec. 2008, vol. 21, pp. 489–496. [Online]. Available: https://proceedings.neurips.cc/paper/2008/file/38af86134b65d0f10fe33d30dd76442e-Paper.pdf
[3] D. M. Malioutov, M. Cetin, and A. S. Willsky, “Homotopy continuation for sparse signal representation,” in Proceedings. (ICASSP ’05). IEEE International Conference on Acoustics, Speech, and Signal Processing, 2005, Philadelphia, USA, Mar. 2005, vol. 5, pp. v733–v736. doi: 10.1109/ICASSP.2005.1416408.
[4] M. Osborne, B. Presnell, and B. Turlach, “A new approach to variable selection in least squares problems,” IMA Journal of Numerical Analysis, vol. 20, no. 3, pp. 389–403, Jul. 2000, doi: 10.1093/imanum/20.3.389.
[5] Q. Bertrand, Q. Klopfenstein, M. Blondel, S. Vaiter, A. Gramfort, and J. Salmon, “Implicit differentiation of Lasso-type models for hyperparameter optimization,” in Proceedings of the 37th International Conference on Machine Learning, Nov. 2020, pp. 810–821. Accessed: Jun. 27, 2022. [Online]. Available: https://proceedings.mlr.press/v119/bertrand20a.html",58. There should be a period at the end of the sentence. l.,1,1154
NIPS_2022_869,NIPS_2022,"The authors distill a ViT-B/16 into a RN50. While the former takes more FLOPs than the later, ViT-B/32 is cheaper than RN50, and the CLIP version of that architecture outperforms both the author's RN50 and the CLIP RN50 model. While this doesn't totally undercut the presented results, it's a bit strange to me why the authors chose the particular distillation pair that they did --- it seems like ViT-B/32 (or even EfficientNet or MobileNet) would have been a good choice for student, and perhaps L/14-336px CLIP as the teacher would have made a more compelling setup.
The ablations suggest that the cosine similarity loss isn't really required: the best zero-shot imagenet performance is actually achieved only with the cross-modal loss, and the other datasets seem to be within a close margin. This isn't really a /negative/, per-say, but a bit contrary to the story told.
It would have been nice to see linear probe results for the other datasets like Pets37 as well.
Even assuming that RN50 is the best choice of student, the empirical results are somewhat unimpressive. Specifically, I believe that the authors choose anchor points to be task-specific prompts and the author's model is domain adapted to (unlabelled) dataset-specific images, i.e., there's reason to believe that the author's method is specifically tuned to the tasks described. RN50-CLIP, which is not tuned to the specific tasks described, achieves only slightly worse imagenet linear probe accuracy: 73.3 vs 74.8.
The zero shot results in table 3 are interesting, but a bit incomplete. The ViT-B/32-CLIP model smaller than the author's distilled RN50 model achieves only slightly worse performance on these tasks, but it isn't presented. Again, this observation doesn't invalidate the author's results, it's just that one really needs to buy that RN50 specifically is an interesting student model.
Overall, the authors clearly ""win"" on this particular architecture by a few accuracy points on linear probe imagenet, but it's not clear that this is really the best architecture to distill to (particularly because ViT-B/32 is smaller and there's already a CLIP model for that). To the author's credit, they recognize this on L288, but I would have preferred to see that the author's method generalizes to other teacher/student models, instead of just this one combination.
Overall, the authors have a promising core result: it's possible to distill the knowledge of a CLIP model into a smaller set of weights. And, the innovation that enables this distillation (that image-text distances should be preserved in addition to image-image distances) is novel. However, the empirical results are slightly underwhelming: the authors model, by virtue of the selection of the anchor points and distillation over unlabelled images from the corpora of interest, is tuned to this particular set of datasets (vs. CLIP that isn't). Their performance improvement over CLIP is somewhat small in magnitude (73.3 vs 74.8). I would have liked to have seen: 1) distillation to significantly more efficient architectures vs. RN50 (ViT-B/32 CLIP is already smaller) and with better teachers than ViT-B/16; and 2) linear probe evaluations on unseen tasks, where the images haven't been seen by the distillation model at training time.
Presentation fixes:
It should be specified that Table 3 results are all zero shot.
L71: week --> weak
The broader impact statement is a bit hollow -- I would have appreciated a fuller discussion of embedded systems and/or low resource computation
Table 4's caption has an incomplete sentence.
The authors mainly focus on making higher performance, lower-resource versions of existing CLIP models. Given that CLIP's negative impacts have been discussed in the original work and follow ups, I don't think significant additional discussion is needed here.
I did think that the ""Broader impacts"" section was a bit short: can more information about FLOPs/energy use/on-device computation be discussed?",1) distillation to significantly more efficient architectures vs. RN50 (ViT-B/32 CLIP is already smaller) and with better teachers than ViT-B/16; and,1,1160
NIPS_2022_532,NIPS_2022,"1. Imitation Learning: The proposed method needs to be trained by behavioral cloning, which means 1) it requires a carefully well-designed algorithm (e.g., ODA-T/B/K) to generate the supervised data set. 2) More importantly, the data generated by ODA with a time limit L is indeed not a perfect teacher for behavioral cloning. Since all the ODAs are not designed and optimized for bounded time performance, their behavior (the state-action pairs) for the first L time is not the optimal policy under time limit L.
Since the generic algorithm procedure of ODA can be encoded as a MDP, is it possible to use reinforcement learning to train the model? Would the RL-based approach find a better policy for bounded time performance that is aware of the time limit T？
2. Performance with Different Time Limits: It seems that the proposed method is both trained and tested with a single fixed time limit T = 1000s for all problems. However, in practice, the applications could have very different run time limits. Will the proposed method generalize well to different time limits (such as 1/10/100/2000/5000s)?
3. Comparison with PMOCO: PMOCO is the only learning-based approach in the comparison, but it has a very small cardinality (feasible points) for most problems. Its approximated Pareto front is also relatively sparse (which means a small set of solutions) in Figure A.3. This result is a bit counter-intuitive.
In my understanding, PMOCO is a construction-based neural combinatorial optimization algorithm, of which one important advantage is the very fast run time. The PMOCO paper [1] reports it can generate 101 solutions for 100 MOKP(2-100) instances (hence 10,100 solutions in total) in only 15s, and 10,011 solutions for 100 MOTSP(3-100) instances (hence 1,001,100 solutions in total) in 33 minutes (~2000s). In this work, with a large time limit of 1,000s, I think POMO should be able to generate a dense set of solutions for each instance.
In addition, while a dataset with 100 instances could provide enough supervised ODA state-action pairs (with a time limit L = 1000s for each instance) for imitation learning, it is far from enough for PMOCO's RL-based training. Since PMOCO does not require any supervised data and the MOKP instances can be easily generated on the fly, is it more suitable to train PMOCO under the same wall-clock time with the proposed method?
[1] Pareto set learning for neural multi-objective combinatorial optimization. ICLR 2022.
The limitations of this work are 1) the requirement of ODAs and a well-designed IP solver; 2) it loses the guarantee for finding the whole Pareto front. They have been properly discussed in the paper (see remark at the end of Section 4.1 and Conclusion).
I do not see any potential negative societal impact of this work.",1) the requirement of ODAs and a well-designed IP solver;,1,1171
NIPS_2022_1716,NIPS_2022,"I don’t see any potential negative societal impact in this work.
[1] Van de Panne, Michiel, Ryan Kim, and Eugene Fiume. ""Virtual wind-up toys for animation."" In Graphics Interface, pp. 208-208. CANADIAN INFORMATION PROCESSING SOCIETY, 1994. [2] Holden, Daniel, Taku Komura, and Jun Saito. ""Phase-functioned neural networks for character control."" ACM Transactions on Graphics (TOG) 36, no. 4 (2017): 1-13. [3] Lillicrap, Timothy P., Daniel Cownden, Douglas B. Tweed, and Colin J. Akerman. ""Random synaptic feedback weights support error backpropagation for deep learning."" Nature communications 7, no. 1 (2016): 1-10. [4] Nøkland, Arild. ""Direct feedback alignment provides learning in deep neural networks."" Advances in neural information processing systems 29 (2016). [5] Frenkel, Charlotte, Martin Lefebvre, and David Bol. ""Learning without feedback: Fixed random learning signals allow for feedforward training of deep neural networks."" Frontiers in neuroscience 15 (2021): 629892.","4 (2017): 1-13. [3] Lillicrap, Timothy P., Daniel Cownden, Douglas B. Tweed, and Colin J. Akerman. ""Random synaptic feedback weights support error backpropagation for deep learning."" Nature communications 7, no.",1,1173
NIPS_2022_2814,NIPS_2022,"1. A solution towards removing the position encoding is not discussed. 2. Importance of quantifying the strength of PPP is not clear to me. 3. Authors state that reliable PPP metrics are important for understanding PPP effects in different tasks. While this point is surely intriguing, such an explanation or understanding is not explicitly given in the article. Can the authors explicitly explain what type of understanding one reaches by looking at the PPP maps? 4. The conclusion of the article remains a bit vague. While the proposed metrics have some more desirable attributes, value of these attributes for applications is unclear to me. How will this actually improve the practice or our understanding?",1. A solution towards removing the position encoding is not discussed.,1,1174
